		Total nat. gas (kBtu/h)	Dry-bulb temperature (°C)
			
Date	Time	18 Havelock-test-Newcastle.aps	NewcastleEWY.fwt
Sun, 01/Jan	24:00		
	17:00		-0.30
	17:15	10.269	
	17:45	10.267	
	18:00		-0.10
	18:15	9.710	
	18:45	9.699	
	19:00		-0.10
	19:15	9.680	
	19:45	9.661	
	20:00		0.00
	20:15	9.642	
	20:45	9.636	
	21:00		0.20
	21:15	9.615	
	21:45	9.572	
	22:00		0.70
	22:15	10.389	
	22:45	10.310	
	23:00		0.70
	23:15	10.376	
	23:45	10.288	
Fri, 20/Jan	24:00		1.00
	00:15	10.335	
	00:45	10.294	
	01:00		1.10
	01:15	10.265	
	01:45	10.244	
	02:00		1.10
	02:15	10.220	
	02:45	10.191	
	03:00		1.20
	03:15	10.117	
	03:45	9.998	
	04:00		2.10
	04:15	9.767	
	04:45	9.424	
	05:00		5.00
	05:15	9.230	
	05:45	9.191	
	06:00		4.90
	06:15	9.123	
	06:45	9.020	
	07:00		5.50
	07:15	8.938	
	07:45	8.875	
	08:00		5.70
	08:15	8.733	
	08:45	8.461	
	09:00		7.10
	09:15	7.702	
	09:45	7.698	
	10:00		6.30
	10:15	7.635	
	10:45	7.449	
	11:00		7.10
	11:15	7.182	
	11:45	6.885	
	12:00		7.70
	12:15	6.613	
	12:45	6.426	
	13:00		7.70
	13:15	6.226	
	13:45	5.955	
	14:00		8.00
	14:15	5.898	
	14:45	6.206	
	15:00		7.70
	15:15	6.559	
	15:45	6.864	
	16:00		7.40
	16:15	7.112	
	16:45	7.345	
	17:00		6.00
	17:15	7.507	
	17:45	7.614	
	18:00		5.40
	18:15	7.203	
	18:45	7.380	
	19:00		3.80
	19:15	7.473	
	19:45	7.484	
	20:00		3.80
	20:15	7.436	
	20:45	7.342	
	21:00		4.90
	21:15	7.330	
	21:45	7.402	
	22:00		4.40
	22:15	8.292	
	22:45	8.228	
	23:00		4.40
	23:15	8.302	
	23:45	8.221	
Sat, 21/Jan	24:00		4.70
	00:15	8.279	
	00:45	8.253	
	01:00		4.70
	01:15	8.228	
	01:45	8.201	
	02:00		4.80
	02:15	8.139	
	02:45	8.038	
	03:00		5.60
	03:15	7.977	
	03:45	7.958	
	04:00		5.60
	04:15	7.967	
	04:45	8.000	
	05:00		5.10
	05:15	7.979	
	05:45	7.913	
	06:00		5.60
	06:15	7.903	
	06:45	7.946	
	07:00		5.10
	07:15	7.981	
	07:45	8.006	
	08:00		4.80
	08:15	8.055	
	08:45	8.074	
	09:00		3.80
	09:15	7.411	
	09:45	7.306	
	10:00		4.40
	10:15	7.079	
	10:45	6.708	
	11:00		7.60
	11:15	6.410	
	11:45	6.123	
	12:00		8.50
	12:15	5.864	
	12:45	5.830	
	13:00		9.10
	13:15	5.939	
	13:45	6.059	
	14:00		8.10
	14:15	6.137	
	14:45	6.205	
	15:00		8.10
	15:15	6.349	
	15:45	6.562	
	16:00		6.90
	16:15	6.716	
	16:45	6.810	
	17:00		6.50
	17:15	6.822	
	17:45	6.752	
	18:00		7.40
	18:15	6.146	
	18:45	6.108	
	19:00		7.60
	19:15	6.095	
	19:45	6.111	
	20:00		7.30
	20:15	6.058	
	20:45	5.949	
	21:00		8.40
	21:15	5.939	
	21:45	6.026	
	22:00		7.60
	22:15	6.862	
	22:45	6.678	
	23:00		8.60
	23:15	6.726	
	23:45	6.716	
Sun, 22/Jan	24:00		8.10
	00:15	6.833	
	00:45	6.864	
	01:00		7.70
	01:15	6.897	
	01:45	6.927	
	02:00		7.40
	02:15	6.942	
	02:45	6.940	
	03:00		7.40
	03:15	6.957	
	03:45	6.995	
	04:00		7.00
	04:15	7.017	
	04:45	7.024	
	05:00		6.90
	05:15	7.017	
	05:45	6.995	
	06:00		7.10
	06:15	7.010	
	06:45	7.061	
	07:00		6.60
	07:15	7.087	
	07:45	7.087	
	08:00		6.60
	08:15	7.087	
	08:45	7.043	
	09:00		6.40
	09:15	6.360	
	09:45	6.276	
	10:00		7.10
	10:15	6.206	
	10:45	6.065	
	11:00		7.50
	11:15	5.786	
	11:45	5.523	
	12:00		8.60
	12:15	5.334	
	12:45	5.162	
	13:00		9.20
	13:15	4.895	
	13:45	4.688	
	14:00		10.50
	14:15	4.688	
	14:45	4.772	
	15:00		9.00
	15:15	5.338	
	15:45	5.676	
	16:00		8.30
	16:15	5.972	
	16:45	6.275	
	17:00		6.40
	17:15	6.453	
	17:45	6.513	
	18:00		6.40
	18:15	6.030	
	18:45	6.110	
	19:00		5.70
	19:15	6.141	
	19:45	6.130	
	20:00		5.80
	20:15	6.142	
	20:45	6.194	
	21:00		5.50
	21:15	6.258	
	21:45	6.325	
	22:00		5.10
	22:15	7.254	
	22:45	7.286	
	23:00		4.30
	23:15	7.408	
	23:45	7.323	
Mon, 23/Jan	24:00		4.90
	00:15	7.370	
	00:45	7.329	
	01:00		5.20
	01:15	7.292	
	01:45	7.256	
	02:00		5.50
	02:15	7.237	
	02:45	7.233	
	03:00		5.50
	03:15	7.245	
	03:45	7.276	
	04:00		5.20
	04:15	7.234	
	04:45	7.117	
	05:00		6.30
	05:15	7.046	
	05:45	7.026	
	06:00		6.40
	06:15	7.009	
	06:45	6.994	
	07:00		6.50
	07:15	6.984	
	07:45	6.980	
	08:00		6.50
	08:15	6.956	
	08:45	6.870	
	09:00		6.70
	09:15	6.205	
	09:45	6.200	
	10:00		6.80
	10:15	6.151	
	10:45	6.020	
	11:00		8.10
	11:15	5.928	
	11:45	5.891	
	12:00		8.40
	12:15	5.861	
	12:45	5.841	
	13:00		8.70
	13:15	5.855	
	13:45	5.899	
	14:00		8.40
	14:15	5.930	
	14:45	5.950	
	15:00		8.40
	15:15	5.985	
	15:45	6.031	
	16:00		8.20
	16:15	6.131	
	16:45	6.291	
	17:00		7.00
	17:15	6.358	
	17:45	6.318	
	18:00		7.60
	18:15	5.750	
	18:45	5.764	
	19:00		7.30
	19:15	5.817	
	19:45	5.918	
	20:00		6.30
	20:15	5.960	
	20:45	5.953	
	21:00		6.60
	21:15	5.966	
	21:45	5.995	
	22:00		6.50
	22:15	6.890	
	22:45	6.892	
	23:00		5.90
	23:15	7.041	
	23:45	7.041	
Tue, 24/Jan	24:00		5.70
	00:15	7.138	
	00:45	7.104	
	01:00		6.00
	01:15	7.102	
	01:45	7.133	
	02:00		5.70
	02:15	7.210	
	02:45	7.334	
	03:00		4.60
	03:15	7.389	
	03:45	7.368	
	04:00		4.90
	04:15	7.336	
	04:45	7.294	
	05:00		5.30
	05:15	7.266	
	05:45	7.249	
	06:00		5.40
	06:15	7.236	
	06:45	7.230	
	07:00		5.40
	07:15	7.193	
	07:45	7.123	
	08:00		6.00
	08:15	7.066	
	08:45	6.976	
	09:00		6.10
	09:15	6.280	
	09:45	6.208	
	10:00		6.50
	10:15	6.156	
	10:45	6.120	
	11:00		7.10
	11:15	6.104	
	11:45	6.088	
	12:00		7.40
	12:15	6.079	
	12:45	6.081	
	13:00		7.50
	13:15	6.098	
	13:45	6.134	
	14:00		7.40
	14:15	6.177	
	14:45	6.216	
	15:00		7.20
	15:15	6.271	
	15:45	6.344	
	16:00		6.80
	16:15	6.429	
	16:45	6.523	
	17:00		6.20
	17:15	6.616	
	17:45	6.704	
	18:00		5.60
	18:15	6.211	
	18:45	6.237	
	19:00		5.30
	19:15	6.266	
	19:45	6.302	
	20:00		4.90
	20:15	6.329	
	20:45	6.363	
	21:00		4.80
	21:15	6.378	
	21:45	6.367	
	22:00		5.10
	22:15	7.223	
	22:45	7.191	
	23:00		4.80
	23:15	7.306	
	23:45	7.273	
Wed, 25/Jan	24:00		4.90
	00:15	7.392	
	00:45	7.434	
	01:00		4.50
	01:15	7.456	
	01:45	7.460	
	02:00		4.50
	02:15	7.464	
	02:45	7.468	
	03:00		4.50
	03:15	7.497	
	03:45	7.553	
	04:00		4.00
	04:15	7.582	
	04:45	7.586	
	05:00		4.00
	05:15	7.598	
	05:45	7.614	
	06:00		3.90
	06:15	7.624	
	06:45	7.630	
	07:00		3.90
	07:15	7.652	
	07:45	7.689	
	08:00		3.60
	08:15	7.684	
	08:45	7.589	
	09:00		3.90
	09:15	6.913	
	09:45	6.885	
	10:00		3.90
	10:15	6.803	
	10:45	6.630	
	11:00		5.20
	11:15	6.449	
	11:45	6.319	
	12:00		6.20
	12:15	6.239	
	12:45	6.173	
	13:00		6.60
	13:15	6.155	
	13:45	6.223	
	14:00		6.40
	14:15	6.334	
	14:45	6.467	
	15:00		6.10
	15:15	6.581	
	15:45	6.667	
	16:00		5.80
	16:15	6.714	
	16:45	6.726	
	17:00		6.00
	17:15	6.747	
	17:45	6.776	
	18:00		5.90
	18:15	6.240	
	18:45	6.238	
	19:00		5.80
	19:15	6.234	
	19:45	6.234	
	20:00		5.70
	20:15	6.235	
	20:45	6.250	
	21:00		5.70
	21:15	6.313	
	21:45	6.415	
	22:00		4.90
	22:15	7.343	
	22:45	7.338	
	23:00		4.40
	23:15	7.480	
	23:45	7.472	
Thu, 26/Jan	24:00		4.30
	00:15	7.575	
	00:45	7.563	
	01:00		4.40
	01:15	7.567	
	01:45	7.588	
	02:00		4.20
	02:15	7.611	
	02:45	7.634	
	03:00		4.00
	03:15	7.652	
	03:45	7.666	
	04:00		3.90
	04:15	7.690	
	04:45	7.726	
	05:00		3.60
	05:15	7.747	
	05:45	7.752	
	06:00		3.60
	06:15	7.751	
	06:45	7.745	
	07:00		3.70
	07:15	7.763	
	07:45	7.807	
	08:00		3.40
	08:15	7.827	
	08:45	7.775	
	09:00		3.40
	09:15	7.133	
	09:45	7.130	
	10:00		3.20
	10:15	7.109	
	10:45	7.075	
	11:00		3.80
	11:15	7.061	
	11:45	7.052	
	12:00		4.20
	12:15	7.074	
	12:45	7.126	
	13:00		3.90
	13:15	7.193	
	13:45	7.276	
	14:00		3.30
	14:15	7.353	
	14:45	7.429	
	15:00		3.00
	15:15	7.494	
	15:45	7.536	
	16:00		2.90
	16:15	7.593	
	16:45	7.673	
	17:00		2.50
	17:15	7.744	
	17:45	7.793	
	18:00		2.30
	18:15	7.228	
	18:45	7.154	
	19:00		2.90
	19:15	7.172	
	19:45	7.289	
	20:00		1.70
	20:15	7.364	
	20:45	7.415	
	21:00		1.50
	21:15	7.461	
	21:45	7.453	
	22:00		2.10
	22:15	8.339	
	22:45	8.364	
	23:00		1.50
	23:15	8.522	
	23:45	8.516	
Fri, 27/Jan	24:00		1.40
	00:15	8.637	
	00:45	8.663	
	01:00		1.20
	01:15	8.697	
	01:45	8.737	
	02:00		0.90
	02:15	8.763	
	02:45	8.776	
	03:00		0.90
	03:15	8.759	
	03:45	8.707	
	04:00		1.50
	04:15	8.684	
	04:45	8.693	
	05:00		1.50
	05:15	8.671	
	05:45	8.617	
	06:00		2.10
	06:15	8.580	
	06:45	8.563	
	07:00		2.30
	07:15	8.557	
	07:45	8.560	
	08:00		2.30
	08:15	8.536	
	08:45	8.436	
	09:00		2.60
	09:15	7.725	
	09:45	7.639	
	10:00		3.10
	10:15	7.560	
	10:45	7.462	
	11:00		3.80
	11:15	7.364	
	11:45	7.278	
	12:00		4.30
	12:15	7.200	
	12:45	7.159	
	13:00		5.00
	13:15	7.155	
	13:45	7.134	
	14:00		4.90
	14:15	7.140	
	14:45	7.239	
	15:00		4.70
	15:15	7.361	
	15:45	7.471	
	16:00		4.20
	16:15	7.560	
	16:45	7.632	
	17:00		4.00
	17:15	7.704	
	17:45	7.771	
	18:00		3.70
	18:15	7.256	
	18:45	7.259	
	19:00		3.70
	19:15	7.256	
	19:45	7.255	
	20:00		3.70
	20:15	7.264	
	20:45	7.300	
	21:00		3.60
	21:15	7.373	
	21:45	7.475	
	22:00		2.90
	22:15	8.368	
	22:45	8.292	
	23:00		3.10
	23:15	8.404	
	23:45	8.411	
Sat, 28/Jan	24:00		2.70
	00:15	8.529	
	00:45	8.532	
	01:00		2.60
	01:15	8.533	
	01:45	8.530	
	02:00		2.60
	02:15	8.594	
	02:45	8.723	
	03:00		1.40
	03:15	8.732	
	03:45	8.624	
	04:00		2.50
	04:15	8.577	
	04:45	8.588	
	05:00		2.40
	05:15	8.584	
	05:45	8.563	
	06:00		2.60
	06:15	8.584	
	06:45	8.649	
	07:00		2.00
	07:15	8.686	
	07:45	8.693	
	08:00		2.00
	08:15	8.682	
	08:45	8.604	
	09:00		2.10
	09:15	7.898	
	09:45	7.806	
	10:00		2.80
	10:15	7.733	
	10:45	7.645	
	11:00		3.50
	11:15	7.574	
	11:45	7.508	
	12:00		3.50
	12:15	7.503	
	12:45	7.642	
	13:00		2.80
	13:15	7.757	
	13:45	7.756	
	14:00		2.80
	14:15	7.758	
	14:45	7.826	
	15:00		2.80
	15:15	7.868	
	15:45	7.882	
	16:00		3.20
	16:15	7.984	
	16:45	8.164	
	17:00		2.10
	17:15	8.304	
	17:45	8.395	
	18:00		1.70
	18:15	7.895	
	18:45	7.905	
	19:00		1.70
	19:15	7.877	
	19:45	7.816	
	20:00		2.30
	20:15	7.810	
	20:45	7.879	
	21:00		1.90
	21:15	7.935	
	21:45	7.966	
	22:00		1.90
	22:15	8.854	
	22:45	8.842	
	23:00		1.50
	23:15	8.966	
	23:45	8.934	
Sun, 29/Jan	24:00		1.50
	00:15	9.044	
	00:45	9.069	
	01:00		1.20
	01:15	9.064	
	01:45	9.030	
	02:00		1.50
	02:15	9.012	
	02:45	9.011	
	03:00		1.50
	03:15	9.007	
	03:45	8.998	
	04:00		1.60
	04:15	8.976	
	04:45	8.943	
	05:00		1.90
	05:15	8.937	
	05:45	8.957	
	06:00		1.70
	06:15	8.973	
	06:45	8.985	
	07:00		1.60
	07:15	8.998	
	07:45	9.010	
	08:00		1.50
	08:15	9.004	
	08:45	8.934	
	09:00		1.50
	09:15	8.281	
	09:45	8.287	
	10:00		1.20
	10:15	8.251	
	10:45	8.127	
	11:00		2.10
	11:15	7.993	
	11:45	7.909	
	12:00		2.50
	12:15	7.857	
	12:45	7.780	
	13:00		2.60
	13:15	7.655	
	13:45	7.479	
	14:00		3.00
	14:15	7.433	
	14:45	7.632	
	15:00		3.10
	15:15	7.856	
	15:45	8.034	
	16:00		2.60
	16:15	8.159	
	16:45	8.247	
	17:00		2.40
	17:15	8.336	
	17:45	8.429	
	18:00		1.90
	18:15	7.939	
	18:45	7.968	
	19:00		1.70
	19:15	7.995	
	19:45	8.025	
	20:00		1.50
	20:15	8.062	
	20:45	8.117	
	21:00		1.30
	21:15	8.173	
	21:45	8.228	
	22:00		1.10
	22:15	9.123	
	22:45	9.096	
	23:00		0.90
	23:15	9.204	
	23:45	9.152	
Mon, 30/Jan	24:00		1.10
	00:15	9.234	
	00:45	9.226	
	01:00		1.10
	01:15	9.239	
	01:45	9.270	
	02:00		0.80
	02:15	9.265	
	02:45	9.225	
	03:00		1.20
	03:15	9.196	
	03:45	9.177	
	04:00		1.40
	04:15	9.180	
	04:45	9.204	
	05:00		1.20
	05:15	9.202	
	05:45	9.173	
	06:00		1.50
	06:15	9.137	
	06:45	9.095	
	07:00		1.90
	07:15	9.100	
	07:45	9.155	
	08:00		1.40
	08:15	9.214	
	08:45	9.223	
	09:00		0.60
	09:15	8.528	
	09:45	8.364	
	10:00		1.70
	10:15	8.175	
	10:45	7.910	
	11:00		3.30
	11:15	7.625	
	11:45	7.343	
	12:00		3.90
	12:15	7.080	
	12:45	6.920	
	13:00		4.30
	13:15	6.809	
	13:45	6.693	
	14:00		4.40
	14:15	6.699	
	14:45	6.882	
	15:00		3.80
	15:15	7.159	
	15:45	7.570	
	16:00		2.40
	16:15	8.052	
	16:45	8.529	
	17:00		-0.40
	17:15	8.842	
	17:45	9.009	
	18:00		-1.00
	18:15	8.556	
	18:45	8.592	
	19:00		-0.90
	19:15	8.663	
	19:45	8.773	
	20:00		-1.60
	20:15	8.860	
	20:45	8.940	
	21:00		-1.80
	21:15	9.018	
	21:45	9.084	
	22:00		-1.90
	22:15	9.980	
	22:45	9.948	
	23:00		-1.90
	23:15	10.054	
	23:45	10.006	
Tue, 31/Jan	24:00		-1.60
	00:15	10.184	
	00:45	10.365	
	01:00		-3.20
	01:15	10.438	
	01:45	10.400	
	02:00		-2.60
	02:15	10.407	
	02:45	10.458	
	03:00		-2.90
	03:15	10.504	
	03:45	10.543	
	04:00		-3.10
	04:15	10.542	
	04:45	10.503	
	05:00		-2.60
	05:15	10.538	
	05:45	10.650	
	06:00		-3.50
	06:15	10.795	
	06:45	10.970	
	07:00		-4.90
	07:15	11.113	
	07:45	11.153	
	08:00		-4.70
	08:15	11.027	
	08:45	10.883	
	09:00		-3.90
	09:15	10.058	
	09:45	9.786	
	10:00		-1.80
	10:15	9.458	
	10:45	9.021	
	11:00		1.20
	11:15	8.532	
	11:45	8.040	
	12:00		3.80
	12:15	7.774	
	12:45	7.758	
	13:00		2.30
	13:15	7.591	
	13:45	7.260	
	14:00		4.20
	14:15	7.183	
	14:45	7.416	
	15:00		3.40
	15:15	7.695	
	15:45	8.020	
	16:00		2.80
	16:15	8.467	
	16:45	8.988	
	17:00		-0.50
	17:15	9.335	
	17:45	9.520	
	18:00		-1.30
	18:15	9.134	
	18:45	9.282	
	19:00		-2.30
	19:15	9.332	
	19:45	9.295	
	20:00		-1.60
	20:15	9.402	
	20:45	9.667	
	21:00		-3.60
	21:15	9.841	
	21:45	9.915	
	22:00		-3.70
	22:15	10.819	
	22:45	10.796	
	23:00		-3.70
	23:15	10.923	
	23:45	10.903	
Wed, 01/Feb	24:00		-3.60
	00:15	10.966	
	00:45	10.888	
	01:00		-2.80
	01:15	10.900	
	01:45	11.003	
	02:00		-3.70
	02:15	11.171	
	02:45	11.421	
	03:00		-5.00
	03:15	11.471	
	03:45	11.337	
	04:00		-3.80
	04:15	11.360	
	04:45	11.543	
	05:00		-4.90
	05:15	11.664	
	05:45	11.724	
	06:00		-5.10
	06:15	11.782	
	06:45	11.838	
	07:00		-5.30
	07:15	11.878	
	07:45	11.910	
	08:00		-5.30
	08:15	11.541	
	08:45	11.349	
	09:00		-4.10
	09:15	10.579	
	09:45	10.472	
	10:00		-3.50
	10:15	10.314	
	10:45	10.072	
	11:00		-1.60
	11:15	9.809	
	11:45	9.523	
	12:00		0.00
	12:15	9.243	
	12:45	9.068	
	13:00		1.50
	13:15	8.976	
	13:45	8.915	
	14:00		2.50
	14:15	8.875	
	14:45	8.802	
	15:00		2.60
	15:15	8.769	
	15:45	8.881	
	16:00		2.90
	16:15	9.056	
	16:45	9.202	
	17:00		2.30
	17:15	9.350	
	17:45	9.512	
	18:00		1.10
	18:15	9.069	
	18:45	9.125	
	19:00		0.60
	19:15	9.195	
	19:45	9.287	
	20:00		-0.20
	20:15	9.339	
	20:45	9.361	
	21:00		-0.10
	21:15	9.354	
	21:45	9.314	
	22:00		0.50
	22:15	10.106	
	22:45	9.974	
	23:00		1.10
	23:15	10.029	
	23:45	9.977	
Thu, 02/Feb	24:00		1.10
	00:15	10.027	
	00:45	9.959	
	01:00		1.50
	01:15	9.905	
	01:45	9.864	
	02:00		1.70
	02:15	9.861	
	02:45	9.898	
	03:00		1.20
	03:15	9.901	
	03:45	9.869	
	04:00		1.40
	04:15	9.819	
	04:45	9.754	
	05:00		1.90
	05:15	9.742	
	05:45	9.781	
	06:00		1.40
	06:15	9.812	
	06:45	9.837	
	07:00		1.10
	07:15	9.842	
	07:45	9.828	
	08:00		1.20
	08:15	9.803	
	08:45	9.726	
	09:00		1.30
	09:15	9.067	
	09:45	9.061	
	10:00		1.20
	10:15	9.062	
	10:45	9.048	
	11:00		1.40
	11:15	9.034	
	11:45	9.018	
	12:00		1.60
	12:15	9.003	
	12:45	8.993	
	13:00		1.80
	13:15	8.975	
	13:45	8.950	
	14:00		2.20
	14:15	8.950	
	14:45	8.977	
	15:00		2.10
	15:15	9.005	
	15:45	9.039	
	16:00		2.10
	16:15	9.080	
	16:45	9.118	
	17:00		2.00
	17:15	9.152	
	17:45	9.181	
	18:00		1.90
	18:15	8.629	
	18:45	8.596	
	19:00		2.10
	19:15	8.576	
	19:45	8.575	
	20:00		2.00
	20:15	8.577	
	20:45	8.593	
	21:00		2.00
	21:15	8.623	
	21:45	8.659	
	22:00		1.80
	22:15	9.506	
	22:45	9.402	
	23:00		2.10
	23:15	9.481	
	23:45	9.448	
Fri, 03/Feb	24:00		1.90
	00:15	9.530	
	00:45	9.507	
	01:00		1.90
	01:15	9.326	
	01:45	8.982	
	02:00		5.00
	02:15	8.762	
	02:45	8.670	
	03:00		5.50
	03:15	8.665	
	03:45	8.750	
	04:00		4.40
	04:15	8.763	
	04:45	8.701	
	05:00		4.80
	05:15	8.658	
	05:45	8.633	
	06:00		4.80
	06:15	8.602	
	06:45	8.565	
	07:00		4.90
	07:15	8.600	
	07:45	8.707	
	08:00		3.70
	08:15	8.596	
	08:45	8.204	
	09:00		6.30
	09:15	7.351	
	09:45	7.290	
	10:00		5.90
	10:15	7.212	
	10:45	7.076	
	11:00		6.30
	11:15	6.931	
	11:45	6.878	
	12:00		6.70
	12:15	6.906	
	12:45	6.913	
	13:00		6.50
	13:15	6.907	
	13:45	6.927	
	14:00		6.50
	14:15	6.946	
	14:45	6.935	
	15:00		6.50
	15:15	6.969	
	15:45	7.090	
	16:00		5.90
	16:15	7.295	
	16:45	7.567	
	17:00		4.20
	17:15	7.908	
	17:45	8.296	
	18:00		1.20
	18:15	7.919	
	18:45	7.881	
	19:00		1.90
	19:15	7.882	
	19:45	7.931	
	20:00		1.60
	20:15	7.935	
	20:45	7.907	
	21:00		2.20
	21:15	7.909	
	21:45	7.936	
	22:00		2.20
	22:15	8.780	
	22:45	8.680	
	23:00		2.60
	23:15	8.745	
	23:45	8.681	
Sat, 04/Feb	24:00		2.80
	00:15	8.743	
	00:45	8.706	
	01:00		3.00
	01:15	8.737	
	01:45	8.837	
	02:00		2.00
	02:15	8.923	
	02:45	8.990	
	03:00		1.40
	03:15	9.025	
	03:45	9.029	
	04:00		1.40
	04:15	8.962	
	04:45	8.824	
	05:00		2.70
	05:15	8.765	
	05:45	8.788	
	06:00		2.40
	06:15	8.841	
	06:45	8.926	
	07:00		1.60
	07:15	8.969	
	07:45	8.968	
	08:00		1.70
	08:15	8.953	
	08:45	8.868	
	09:00		1.70
	09:15	8.122	
	09:45	7.951	
	10:00		2.70
	10:15	7.781	
	10:45	7.566	
	11:00		3.90
	11:15	7.338	
	11:45	7.190	
	12:00		4.40
	12:15	7.045	
	12:45	6.793	
	13:00		4.70
	13:15	6.324	
	13:45	5.630	
	14:00		7.00
	14:15	5.306	
	14:45	5.744	
	15:00		7.20
	15:15	6.308	
	15:45	6.669	
	16:00		6.30
	16:15	6.906	
	16:45	7.068	
	17:00		5.70
	17:15	7.170	
	17:45	7.216	
	18:00		5.70
	18:15	6.713	
	18:45	6.767	
	19:00		5.20
	19:15	6.739	
	19:45	6.629	
	20:00		6.20
	20:15	6.550	
	20:45	6.518	
	21:00		6.60
	21:15	6.521	
	21:45	6.553	
	22:00		6.40
	22:15	7.392	
	22:45	7.275	
	23:00		6.80
	23:15	7.273	
	23:45	7.094	
Sun, 05/Feb	24:00		7.90
	00:15	7.096	
	00:45	7.056	
	01:00		7.90
	01:15	7.044	
	01:45	7.060	
	02:00		7.50
	02:15	7.065	
	02:45	7.057	
	03:00		7.40
	03:15	7.067	
	03:45	7.093	
	04:00		7.00
	04:15	7.089	
	04:45	7.053	
	05:00		7.20
	05:15	7.041	
	05:45	7.054	
	06:00		7.00
	06:15	7.036	
	06:45	6.987	
	07:00		7.40
	07:15	6.953	
	07:45	6.934	
	08:00		7.50
	08:15	6.858	
	08:45	6.670	
	09:00		8.40
	09:15	5.900	
	09:45	5.790	
	10:00		9.00
	10:15	5.682	
	10:45	5.527	
	11:00		9.90
	11:15	5.339	
	11:45	5.157	
	12:00		10.60
	12:15	5.016	
	12:45	4.915	
	13:00		10.20
	13:15	4.753	
	13:45	4.688	
	14:00		10.80
	14:15	4.688	
	14:45	4.688	
	15:00		10.20
	15:15	4.849	
	15:45	5.173	
	16:00		9.90
	16:15	5.418	
	16:45	5.606	
	17:00		9.30
	17:15	5.736	
	17:45	5.807	
	18:00		9.10
	18:15	5.286	
	18:45	5.280	
	19:00		9.10
	19:15	5.268	
	19:45	5.258	
	20:00		9.10
	20:15	5.292	
	20:45	5.385	
	21:00		8.40
	21:15	5.480	
	21:45	5.568	
	22:00		7.80
	22:15	6.458	
	22:45	6.386	
	23:00		7.90
	23:15	6.390	
	23:45	6.174	
Mon, 06/Feb	24:00		9.60
	00:15	6.115	
	00:45	5.992	
	01:00		10.50
	01:15	5.877	
	01:45	5.768	
	02:00		11.30
	02:15	5.714	
	02:45	5.716	
	03:00		11.10
	03:15	5.730	
	03:45	5.753	
	04:00		10.80
	04:15	5.822	
	04:45	5.938	
	05:00		9.70
	05:15	6.078	
	05:45	6.239	
	06:00		8.30
	06:15	6.366	
	06:45	6.455	
	07:00		7.60
	07:15	6.530	
	07:45	6.592	
	08:00		7.10
	08:15	6.570	
	08:45	6.418	
	09:00		7.90
	09:15	5.619	
	09:45	5.406	
	10:00		9.40
	10:15	5.257	
	10:45	5.087	
	11:00		10.00
	11:15	4.762	
	11:45	4.688	
	12:00		10.30
	12:15	4.688	
	12:45	4.688	
	13:00		10.30
	13:15	4.688	
	13:45	4.688	
	14:00		10.30
	14:15	4.688	
	14:45	4.688	
	15:00		9.40
	15:15	4.688	
	15:45	4.688	
	16:00		9.10
	16:15	4.688	
	16:45	4.688	
	17:00		8.30
	17:15	4.688	
	17:45	5.071	
	18:00		7.00
	18:15	5.004	
	18:45	5.148	
	19:00		7.00
	19:15	5.230	
	19:45	5.296	
	20:00		6.80
	20:15	5.337	
	20:45	5.374	
	21:00		6.90
	21:15	5.430	
	21:45	5.500	
	22:00		6.60
	22:15	6.392	
	22:45	6.345	
	23:00		6.60
	23:15	6.488	
	23:45	6.530	
Tue, 07/Feb	24:00		6.10
	00:15	6.682	
	00:45	6.716	
	01:00		5.90
	01:15	6.766	
	01:45	6.832	
	02:00		5.40
	02:15	6.882	
	02:45	6.917	
	03:00		5.20
	03:15	6.954	
	03:45	6.995	
	04:00		4.90
	04:15	7.030	
	04:45	7.059	
	05:00		4.70
	05:15	7.104	
	05:45	7.169	
	06:00		4.20
	06:15	7.232	
	06:45	7.288	
	07:00		3.80
	07:15	7.319	
	07:45	7.323	
	08:00		3.80
	08:15	7.346	
	08:45	7.343	
	09:00		3.20
	09:15	6.570	
	09:45	6.241	
	10:00		5.50
	10:15	5.981	
	10:45	5.752	
	11:00		6.20
	11:15	5.510	
	11:45	5.406	
	12:00		6.50
	12:15	5.451	
	12:45	5.539	
	13:00		5.90
	13:15	5.663	
	13:45	5.865	
	14:00		5.50
	14:15	6.063	
	14:45	6.185	
	15:00		5.40
	15:15	6.299	
	15:45	6.421	
	16:00		5.00
	16:15	6.527	
	16:45	6.617	
	17:00		4.80
	17:15	6.682	
	17:45	6.710	
	18:00		4.90
	18:15	6.171	
	18:45	6.167	
	19:00		4.90
	19:15	6.154	
	19:45	6.138	
	20:00		5.00
	20:15	6.145	
	20:45	6.186	
	21:00		4.80
	21:15	6.233	
	21:45	6.276	
	22:00		4.60
	22:15	7.170	
	22:45	7.154	
	23:00		4.20
	23:15	7.289	
	23:45	7.282	
Wed, 08/Feb	24:00		4.10
	00:15	7.385	
	00:45	7.368	
	01:00		4.30
	01:15	7.362	
	01:45	7.365	
	02:00		4.30
	02:15	7.351	
	02:45	7.319	
	03:00		4.60
	03:15	7.167	
	03:45	6.894	
	04:00		7.10
	04:15	6.712	
	04:45	6.626	
	05:00		7.70
	05:15	6.559	
	05:45	6.512	
	06:00		8.00
	06:15	6.483	
	06:45	6.473	
	07:00		8.00
	07:15	6.457	
	07:45	6.432	
	08:00		8.10
