DateTime,Total nat. gas (kBtu/h),Dry-bulb temperature (°C)
03-04 09:45,8.97,-2.4
03-04 10:15,8.89,-2.0
03-04 10:45,8.814,-2.0
03-04 11:15,8.692,-1.3
03-04 11:45,8.511,-1.3
03-04 12:15,8.261,0.3
03-04 12:45,7.927,0.3
03-04 13:15,7.536,2.5
03-04 13:45,7.142,2.5
03-04 14:15,6.718,4.2
03-04 14:45,6.168,4.2
03-04 15:15,5.904,2.2
03-04 15:45,6.281,2.2
03-04 16:15,6.773,1.8
03-04 16:45,7.129,1.8
03-04 17:15,7.496,1.5
03-04 17:45,7.862,1.5
03-04 18:15,7.539,1.5
03-04 18:45,7.646,1.5
03-04 19:15,7.607,3.3
03-04 19:45,7.452,3.3
03-04 20:15,7.375,3.4
03-04 20:45,7.399,3.4
03-04 21:15,7.447,3.1
03-04 21:45,7.512,3.1
03-04 22:15,8.404,3.0
03-04 22:45,8.361,3.0
03-04 23:15,8.488,2.6
03-04 23:45,8.493,2.6
03-05 00:15,8.592,2.8
03-05 00:45,8.562,2.8
03-05 01:15,8.569,2.4
03-05 01:45,8.609,2.4
03-05 02:15,8.646,2.1
03-05 02:45,8.678,2.1
03-05 03:15,8.69,2.2
03-05 03:45,8.685,2.2
03-05 04:15,8.746,1.1
03-05 04:45,8.87,1.1
03-05 05:15,8.981,0.3
03-05 05:45,9.075,0.3
03-05 06:15,9.145,-0.1
03-05 06:45,9.193,-0.1
03-05 07:15,9.16,0.9
03-05 07:45,9.036,0.9
03-05 08:15,8.878,2.1
03-05 08:45,8.653,2.1
03-05 09:15,7.846,2.7
03-05 09:45,7.661,2.7
03-05 10:15,7.468,3.7
03-05 10:45,7.281,3.7
03-05 11:15,7.144,4.1
03-05 11:45,7.073,4.1
03-05 12:15,6.986,5.2
03-05 12:45,6.858,5.2
03-05 13:15,6.735,5.5
03-05 13:45,6.578,5.5
03-05 14:15,6.474,6.0
03-05 14:45,6.588,6.0
03-05 15:15,6.857,4.5
03-05 15:45,7.154,4.5
03-05 16:15,7.359,4.1
03-05 16:45,7.478,4.1
03-05 17:15,7.575,3.9
03-05 17:45,7.659,3.9
03-05 18:15,7.15,4.0
03-05 18:45,7.15,4.0
03-05 19:15,7.157,3.8
03-05 19:45,7.181,3.8
03-05 20:15,7.216,3.5
03-05 20:45,7.276,3.5
03-05 21:15,7.341,3.2
03-05 21:45,7.404,3.2
03-05 22:15,8.293,3.1
03-05 22:45,8.249,3.1
03-05 23:15,8.382,2.6
03-05 23:45,8.401,2.6
03-06 00:15,8.515,2.7
03-06 00:45,8.499,2.7
03-06 01:15,8.473,3.0
03-06 01:45,8.437,3.0
03-06 02:15,8.411,3.1
03-06 02:45,8.396,3.1
03-06 03:15,8.404,2.8
03-06 03:45,8.435,2.8
03-06 04:15,8.446,2.9
03-06 04:45,8.437,2.9
03-06 05:15,8.438,2.8
03-06 05:45,8.449,2.8
03-06 06:15,8.466,2.6
03-06 06:45,8.489,2.6
03-06 07:15,8.504,2.5
03-06 07:45,8.509,2.5
03-06 08:15,8.51,2.3
03-06 08:45,8.466,2.3
03-06 09:15,7.812,2.4
03-06 09:45,7.779,2.4
03-06 10:15,7.795,2.1
03-06 10:45,7.846,2.1
03-06 11:15,7.892,2.0
03-06 11:45,7.931,2.0
03-06 12:15,7.961,2.1
03-06 12:45,7.983,2.1
03-06 13:15,8.003,2.2
03-06 13:45,8.022,2.2
03-06 14:15,8.048,2.2
03-06 14:45,8.085,2.2
03-06 15:15,8.121,2.3
03-06 15:45,8.158,2.3
03-06 16:15,8.196,2.4
03-06 16:45,8.231,2.4
03-06 17:15,8.296,1.9
03-06 17:45,8.392,1.9
03-06 18:15,7.888,2.1
03-06 18:45,7.875,2.1
03-06 19:15,7.861,2.2
03-06 19:45,7.853,2.2
03-06 20:15,7.866,2.0
03-06 20:45,7.915,2.0
03-06 21:15,7.958,2.0
03-06 21:45,7.988,2.0
03-06 22:15,8.871,1.7
03-06 22:45,8.847,1.7
03-06 23:15,8.944,2.1
03-06 23:45,8.866,2.1
03-07 00:15,8.915,2.4
03-07 00:45,8.868,2.4
03-07 01:15,8.846,2.3
03-07 01:45,8.849,2.3
03-07 02:15,8.849,2.3
03-07 02:45,8.845,2.3
03-07 03:15,8.825,2.6
03-07 03:45,8.789,2.6
03-07 04:15,8.746,3.0
03-07 04:45,8.697,3.0
03-07 05:15,8.668,3.0
03-07 05:45,8.659,3.0
03-07 06:15,8.667,2.7
03-07 06:45,8.693,2.7
03-07 07:15,8.716,2.4
03-07 07:45,8.732,2.4
03-07 08:15,8.718,2.4
03-07 08:45,8.629,2.4
03-07 09:15,7.927,2.7
03-07 09:45,7.854,2.7
03-07 10:15,7.829,2.7
03-07 10:45,7.842,2.7
03-07 11:15,7.88,2.4
03-07 11:45,7.935,2.4
03-07 12:15,7.984,2.3
03-07 12:45,8.03,2.3
03-07 13:15,8.074,2.3
03-07 13:45,8.113,2.3
03-07 14:15,8.154,2.3
03-07 14:45,8.198,2.3
03-07 15:15,8.253,2.1
03-07 15:45,8.317,2.1
03-07 16:15,8.375,2.0
03-07 16:45,8.422,2.0
03-07 17:15,8.48,1.8
03-07 17:45,8.553,1.8
03-07 18:15,8.046,1.8
03-07 18:45,8.056,1.8
03-07 19:15,8.07,1.6
03-07 19:45,8.097,1.6
03-07 20:15,8.113,1.7
03-07 20:45,8.132,1.7
03-07 21:15,8.163,1.6
03-07 21:45,8.202,1.6
03-07 22:15,9.089,1.3
03-07 22:45,9.066,1.3
03-07 23:15,9.173,1.5
03-07 23:45,9.115,1.5
03-08 00:15,9.181,1.7
03-08 00:45,9.147,1.7
03-08 01:15,9.17,0.9
03-08 01:45,9.251,0.9
03-08 02:15,9.278,1.2
03-08 02:45,9.25,1.2
03-08 03:15,9.235,1.2
03-08 03:45,9.235,1.2
03-08 04:15,9.208,1.7
03-08 04:45,9.153,1.7
03-08 05:15,9.106,2.0
03-08 05:45,9.07,2.0
03-08 06:15,9.031,2.3
03-08 06:45,8.988,2.3
03-08 07:15,8.952,2.3
03-08 07:45,8.916,2.3
03-08 08:15,8.851,2.5
03-08 08:45,8.712,2.5
03-08 09:15,7.991,2.4
03-08 09:45,7.925,2.4
03-08 10:15,7.894,2.5
03-08 10:45,7.9,2.5
03-08 11:15,7.918,2.6
03-08 11:45,7.916,2.6
03-08 12:15,7.898,2.9
03-08 12:45,7.877,2.9
03-08 13:15,7.857,2.7
03-08 13:45,7.792,2.7
03-08 14:15,7.663,2.9
03-08 14:45,7.483,2.9
03-08 15:15,7.352,2.9
03-08 15:45,7.356,2.9
03-08 16:15,7.442,2.1
03-08 16:45,7.543,2.1
03-08 17:15,7.746,1.9
03-08 17:45,8.093,1.9
03-08 18:15,7.76,1.6
03-08 18:45,7.872,1.6
03-08 19:15,7.932,1.5
03-08 19:45,7.968,1.5
03-08 20:15,7.997,1.5
03-08 20:45,8.035,1.5
03-08 21:15,8.069,1.6
03-08 21:45,8.092,1.6
03-08 22:15,8.951,1.7
03-08 22:45,8.888,1.7
03-08 23:15,8.98,1.8
03-08 23:45,8.933,1.8
03-09 00:15,9.012,1.9
03-09 00:45,8.991,1.9
03-09 01:15,8.975,2.0
03-09 01:45,8.962,2.0
03-09 02:15,8.949,2.1
03-09 02:45,8.936,2.1
03-09 03:15,8.935,2.0
03-09 03:45,8.944,2.0
03-09 04:15,8.944,2.1
03-09 04:45,8.934,2.1
03-09 05:15,8.934,2.0
03-09 05:45,8.946,2.0
03-09 06:15,8.952,2.0
03-09 06:45,8.949,2.0
03-09 07:15,8.95,1.9
03-09 07:45,8.956,1.9
03-09 08:15,8.949,1.9
03-09 08:45,8.888,1.9
03-09 09:15,8.226,2.0
03-09 09:45,8.194,2.0
03-09 10:15,8.189,1.9
03-09 10:45,8.184,1.9
03-09 11:15,8.18,1.9
03-09 11:45,8.199,1.9
03-09 12:15,8.234,1.8
03-09 12:45,8.281,1.8
03-09 13:15,8.338,1.6
03-09 13:45,8.407,1.6
03-09 14:15,8.45,1.7
03-09 14:45,8.447,1.7
03-09 15:15,8.459,1.6
03-09 15:45,8.515,1.6
03-09 16:15,8.594,1.3
03-09 16:45,8.681,1.3
03-09 17:15,8.733,1.7
03-09 17:45,8.745,1.7
03-09 18:15,8.192,1.9
03-09 18:45,8.175,1.9
03-09 19:15,8.166,1.8
03-09 19:45,8.176,1.8
03-09 20:15,8.175,2.0
03-09 20:45,8.177,2.0
03-09 21:15,8.198,1.9
03-09 21:45,8.231,1.9
03-09 22:15,9.087,2.1
03-09 22:45,9.003,2.1
03-09 23:15,9.079,2.2
03-09 23:45,9.023,2.2
03-10 00:15,9.087,2.4
03-10 00:45,9.047,2.4
03-10 01:15,9.022,2.4
03-10 01:45,9.01,2.4
03-10 02:15,8.994,2.5
03-10 02:45,8.974,2.5
03-10 03:15,8.967,2.4
03-10 03:45,8.97,2.4
03-10 04:15,8.98,2.2
03-10 04:45,8.997,2.2
03-10 05:15,9.005,2.2
03-10 05:45,9.005,2.2
03-10 06:15,9.016,2.0
03-10 06:45,9.032,2.0
03-10 07:15,9.018,2.3
03-10 07:45,8.969,2.3
03-10 08:15,8.912,2.3
03-10 08:45,8.794,2.3
03-10 09:15,8.059,2.5
03-10 09:45,7.951,2.5
03-10 10:15,7.863,2.7
03-10 10:45,7.767,2.7
03-10 11:15,7.65,3.0
03-10 11:45,7.513,3.0
03-10 12:15,7.414,3.0
03-10 12:45,7.433,3.0
03-10 13:15,7.439,3.3
03-10 13:45,7.315,3.3
03-10 14:15,7.168,3.3
03-10 14:45,7.071,3.3
03-10 15:15,6.959,3.3
03-10 15:45,6.786,3.3
03-10 16:15,6.723,3.1
03-10 16:45,6.95,3.1
03-10 17:15,7.346,2.7
03-10 17:45,7.733,2.7
03-10 18:15,7.422,2.2
03-10 18:45,7.559,2.2
03-10 19:15,7.63,2.2
03-10 19:45,7.66,2.2
03-10 20:15,7.692,2.1
03-10 20:45,7.743,2.1
03-10 21:15,7.791,2.1
03-10 21:45,7.828,2.1
03-10 22:15,8.713,1.9
03-10 22:45,8.684,1.9
03-10 23:15,8.807,1.8
03-10 23:45,8.789,1.8
03-11 00:15,8.901,1.6
03-11 00:45,8.92,1.6
03-11 01:15,8.932,1.6
03-11 01:45,8.935,1.6
03-11 02:15,8.94,1.6
03-11 02:45,8.946,1.6
03-11 03:15,8.931,2.0
03-11 03:45,8.891,2.0
03-11 04:15,8.857,2.2
03-11 04:45,8.832,2.2
03-11 05:15,8.819,2.2
03-11 05:45,8.817,2.2
03-11 06:15,8.811,2.2
03-11 06:45,8.793,2.2
03-11 07:15,8.76,2.2
03-11 07:45,8.697,2.2
03-11 08:15,8.554,3.2
03-11 08:45,8.296,3.2
03-11 09:15,7.451,3.9
03-11 09:45,7.259,3.9
03-11 10:15,7.139,3.8
03-11 10:45,7.041,3.8
03-11 11:15,6.823,4.4
03-11 11:45,6.366,4.4
03-11 12:15,5.792,4.4
03-11 12:45,5.32,4.4
03-11 13:15,4.906,5.0
03-11 13:45,4.771,5.0
03-11 14:15,4.746,4.7
03-11 14:45,4.72,4.7
03-11 15:15,4.695,4.2
03-11 15:45,4.911,4.2
03-11 16:15,5.228,3.9
03-11 16:45,5.529,3.9
03-11 17:15,6.061,2.6
03-11 17:45,6.789,2.6
03-11 18:15,6.705,1.7
03-11 18:45,6.968,1.7
03-11 19:15,7.147,0.9
03-11 19:45,7.29,0.9
03-11 20:15,7.402,0.5
03-11 20:45,7.502,0.5
03-11 21:15,7.616,-0.2
03-11 21:45,7.744,-0.2
03-11 22:15,8.744,-1.0
03-11 22:45,8.823,-1.0
03-11 23:15,9.026,-1.3
03-11 23:45,9.063,-1.3
03-12 00:15,9.227,-1.7
03-12 00:45,9.296,-1.7
03-12 01:15,9.355,-1.8
03-12 01:45,9.4,-1.8
03-12 02:15,9.457,-2.1
03-12 02:45,9.527,-2.1
03-12 03:15,9.593,-2.3
03-12 03:45,9.656,-2.3
03-12 04:15,9.723,-2.6
03-12 04:45,9.794,-2.6
03-12 05:15,9.873,-3.1
03-12 05:45,9.96,-3.1
03-12 06:15,10.015,-3.2
03-12 06:45,10.027,-3.2
03-12 07:15,9.974,-2.3
03-12 07:45,9.859,-2.3
03-12 08:15,9.665,-0.4
03-12 08:45,9.363,-0.4
03-12 09:15,8.467,1.1
03-12 09:45,8.195,1.1
03-12 10:15,7.933,2.4
03-12 10:45,7.585,2.4
03-12 11:15,7.104,2.9
03-12 11:45,6.465,2.9
03-12 12:15,5.801,2.9
03-12 12:45,5.284,2.9
03-12 13:15,4.912,3.1
03-12 13:45,4.817,3.1
03-12 14:15,4.792,2.8
03-12 14:45,4.767,2.8
03-12 15:15,4.74,2.6
03-12 15:45,4.716,2.6
03-12 16:15,4.695,2.1
03-12 16:45,5.199,2.1
03-12 17:15,6.106,1.2
03-12 17:45,6.912,1.2
03-12 18:15,6.893,-0.2
03-12 18:45,7.251,-0.2
03-12 19:15,7.477,-0.8
03-12 19:45,7.621,-0.8
03-12 20:15,7.72,-0.8
03-12 20:45,7.815,-0.8
03-12 21:15,7.903,-0.8
03-12 21:45,7.984,-0.8
03-12 22:15,8.893,-0.7
03-12 22:45,8.865,-0.7
03-12 23:15,8.994,-0.8
03-12 23:45,8.992,-0.8
03-13 00:15,9.06,0.1
03-13 00:45,8.972,0.1
03-13 01:15,8.916,0.4
03-13 01:45,8.893,0.4
03-13 02:15,8.887,0.4
03-13 02:45,8.895,0.4
03-13 03:15,8.88,0.8
03-13 03:45,8.842,0.8
03-13 04:15,8.868,0.0
03-13 04:45,8.959,0.0
03-13 05:15,9.024,-0.2
03-13 05:45,9.061,-0.2
03-13 06:15,9.068,0.0
03-13 06:45,9.027,0.0
03-13 07:15,8.979,0.0
03-13 07:45,8.929,0.0
03-13 08:15,8.69,3.3
03-13 08:45,8.218,3.3
03-13 09:15,7.286,4.0
03-13 09:45,7.151,4.0
03-13 10:15,7.084,4.0
03-13 10:45,7.035,4.0
03-13 11:15,6.922,5.2
03-13 11:45,6.751,5.2
03-13 12:15,6.67,4.7
03-13 12:45,6.691,4.7
03-13 13:15,6.686,4.6
03-13 13:45,6.633,4.6
03-13 14:15,6.64,3.4
03-13 14:45,6.745,3.4
03-13 15:15,6.903,2.9
03-13 15:45,7.175,2.9
03-13 16:15,7.452,2.5
03-13 16:45,7.633,2.5
03-13 17:15,7.765,2.4
03-13 17:45,7.871,2.4
03-13 18:15,7.395,2.3
03-13 18:45,7.434,2.3
03-13 19:15,7.483,1.8
03-13 19:45,7.554,1.8
03-13 20:15,7.68,0.4
03-13 20:45,7.873,0.4
03-13 21:15,7.985,0.6
03-13 21:45,8.01,0.6
03-13 22:15,8.855,1.1
03-13 22:45,8.759,1.1
03-13 23:15,8.848,1.0
03-13 23:45,8.83,1.0
03-14 00:15,8.932,1.0
03-14 00:45,8.931,1.0
03-14 01:15,8.951,0.7
03-14 01:45,8.991,0.7
03-14 02:15,9.023,0.6
03-14 02:45,9.043,0.6
03-14 03:15,9.062,0.5
03-14 03:45,9.082,0.5
03-14 04:15,9.125,0.0
03-14 04:45,9.189,0.0
03-14 05:15,9.201,0.5
03-14 05:45,9.159,0.5
03-14 06:15,9.129,0.6
03-14 06:45,9.104,0.6
03-14 07:15,9.049,1.1
03-14 07:45,8.967,1.1
03-14 08:15,8.881,1.5
03-14 08:45,8.755,1.5
03-14 09:15,8.017,2.2
03-14 09:45,7.889,2.2
03-14 10:15,7.78,2.9
03-14 10:45,7.675,2.9
03-14 11:15,7.608,3.0
03-14 11:45,7.581,3.0
03-14 12:15,7.564,3.2
03-14 12:45,7.571,3.2
03-14 13:15,7.586,3.5
03-14 13:45,7.602,3.5
03-14 14:15,7.643,3.5
03-14 14:45,7.705,3.5
03-14 15:15,7.707,4.4
03-14 15:45,7.629,4.4
03-14 16:15,7.516,4.9
03-14 16:45,7.31,4.9
03-14 17:15,7.244,4.6
03-14 17:45,7.463,4.6
03-14 18:15,7.141,3.1
03-14 18:45,7.352,3.1
03-14 19:15,7.457,3.1
03-14 19:45,7.475,3.1
03-14 20:15,7.507,2.8
03-14 20:45,7.57,2.8
03-14 21:15,7.603,3.1
03-14 21:45,7.599,3.1
03-14 22:15,8.424,3.5
03-14 22:45,8.319,3.5
03-14 23:15,8.392,3.5
03-14 23:45,8.349,3.5
03-15 00:15,8.455,3.1
03-15 00:45,8.483,3.1
03-15 01:15,8.56,1.9
03-15 01:45,8.688,1.9
03-15 02:15,8.67,3.5
03-15 02:45,8.502,3.5
03-15 03:15,8.34,4.8
03-15 03:45,8.185,4.8
03-15 04:15,8.113,4.5
03-15 04:45,8.127,4.5
03-15 05:15,8.12,4.7
03-15 05:45,8.088,4.7
03-15 06:15,8.055,4.7
03-15 06:45,8.005,4.7
03-15 07:15,7.918,5.2
03-15 07:45,7.803,5.2
03-15 08:15,7.625,6.5
03-15 08:45,7.339,6.5
03-15 09:15,6.499,6.9
03-15 09:45,6.351,6.9
03-15 10:15,6.259,6.8
03-15 10:45,6.166,6.8
03-15 11:15,6.069,6.7
03-15 11:45,6.09,6.7
03-15 12:15,6.134,6.3
03-15 12:45,5.92,6.3
03-15 13:15,5.553,6.7
03-15 13:45,5.24,6.7
03-15 14:15,5.096,6.2
03-15 14:45,5.2,6.2
03-15 15:15,5.565,3.6
03-15 15:45,6.239,3.6
03-15 16:15,6.737,3.3
03-15 16:45,6.76,3.3
03-15 17:15,6.774,3.8
03-15 17:45,7.009,3.8
03-15 18:15,6.689,2.2
03-15 18:45,6.947,2.2
03-15 19:15,7.097,2.1
03-15 19:45,7.146,2.1
03-15 20:15,7.172,2.2
03-15 20:45,7.199,2.2
03-15 21:15,7.262,1.6
03-15 21:45,7.357,1.6
03-15 22:15,8.239,2.0
03-15 22:45,8.153,2.0
03-15 23:15,8.286,1.6
03-15 23:45,8.315,1.6
03-16 00:15,8.451,1.5
03-16 00:45,8.471,1.5
03-16 01:15,8.485,1.6
03-16 01:45,8.491,1.6
03-16 02:15,8.533,1.0
03-16 02:45,8.609,1.0
03-16 03:15,8.649,1.1
03-16 03:45,8.656,1.1
03-16 04:15,8.675,1.0
03-16 04:45,8.702,1.0
03-16 05:15,8.711,1.2
03-16 05:45,8.704,1.2
03-16 06:15,8.69,1.3
03-16 06:45,8.656,1.3
03-16 07:15,8.588,1.7
03-16 07:45,8.483,1.7
03-16 08:15,8.341,2.4
03-16 08:45,8.133,2.4
03-16 09:15,7.289,3.8
03-16 09:45,7.046,3.8
03-16 10:15,6.861,4.6
03-16 10:45,6.696,4.6
03-16 11:15,6.544,4.9
03-16 11:45,6.416,4.9
03-16 12:15,6.378,4.8
03-16 12:45,6.484,4.8
03-16 13:15,6.637,3.9
03-16 13:45,6.672,3.9
03-16 14:15,6.663,3.7
03-16 14:45,6.747,3.7
03-16 15:15,6.853,4.2
03-16 15:45,6.945,4.2
03-16 16:15,7.058,4.2
03-16 16:45,7.163,4.2
03-16 17:15,7.204,5.1
03-16 17:45,7.175,5.1
03-16 18:15,6.528,6.6
03-16 18:45,6.371,6.6
03-16 19:15,6.232,7.5
03-16 19:45,6.118,7.5
03-16 20:15,6.07,7.2
03-16 20:45,6.106,7.2
03-16 21:15,6.145,7.0
03-16 21:45,6.177,7.0
03-16 22:15,7.059,6.6
03-16 22:45,7.028,6.6
03-16 23:15,7.155,6.2
03-16 23:45,7.148,6.2
03-17 00:15,7.242,6.3
03-17 00:45,7.223,6.3
03-17 01:15,7.208,6.4
03-17 01:45,7.193,6.4
03-17 02:15,7.135,7.3
03-17 02:45,7.032,7.3
03-17 03:15,6.971,7.3
03-17 03:45,6.958,7.3
03-17 04:15,6.943,7.4
03-17 04:45,6.924,7.4
03-17 05:15,6.938,6.9
03-17 05:45,6.985,6.9
03-17 06:15,7.043,6.1
03-17 06:45,7.096,6.1
03-17 07:15,7.005,7.7
03-17 07:45,6.764,7.7
03-17 08:15,6.47,9.7
03-17 08:45,6.093,9.7
03-17 09:15,5.225,10.1
03-17 09:45,5.123,10.1
03-17 10:15,5.081,10.4
03-17 10:45,5.056,10.4
03-17 11:15,4.974,11.2
03-17 11:45,4.763,11.2
03-17 12:15,4.688,10.2
03-17 12:45,4.726,10.2
03-17 13:15,4.773,11.1
03-17 13:45,4.688,11.1
03-17 14:15,4.688,9.4
03-17 14:45,4.688,9.4
03-17 15:15,4.688,9.5
03-17 15:45,4.688,9.5
03-17 16:15,4.688,8.0
03-17 16:45,4.688,8.0
03-17 17:15,4.688,6.4
03-17 17:45,5.494,6.4
03-17 18:15,5.448,5.3
03-17 18:45,5.727,5.3
03-17 19:15,5.926,4.3
03-17 19:45,6.09,4.3
03-17 20:15,6.25,3.2
03-17 20:45,6.428,3.2
03-17 21:15,6.558,3.0
03-17 21:45,6.633,3.0
03-17 22:15,7.574,2.2
03-17 22:45,7.625,2.2
03-17 23:15,7.804,2.1
03-17 23:45,7.816,2.1
03-18 00:15,7.939,2.2
03-18 00:45,7.944,2.2
03-18 01:15,7.921,2.8
03-18 01:45,7.867,2.8
03-18 02:15,7.848,2.7
03-18 02:45,7.865,2.7
03-18 03:15,7.878,2.7
03-18 03:45,7.887,2.7
03-18 04:15,7.9,2.6
03-18 04:45,7.92,2.6
03-18 05:15,7.944,2.4
03-18 05:45,7.975,2.4
03-18 06:15,8.008,2.1
03-18 06:45,8.038,2.1
03-18 07:15,8.023,2.4
03-18 07:45,7.946,2.4
03-18 08:15,7.817,3.0
03-18 08:45,7.601,3.0
03-18 09:15,6.787,3.8
03-18 09:45,6.623,3.8
03-18 10:15,6.499,4.6
03-18 10:45,6.366,4.6
03-18 11:15,6.182,5.4
03-18 11:45,5.946,5.4
03-18 12:15,5.654,5.6
03-18 12:45,5.239,5.6
03-18 13:15,4.802,6.0
03-18 13:45,4.688,6.0
03-18 14:15,4.688,6.4
03-18 14:45,4.688,6.4
03-18 15:15,4.688,5.6
03-18 15:45,4.688,5.6
03-18 16:15,4.688,5.3
03-18 16:45,4.688,5.3
03-18 17:15,5.103,3.8
03-18 17:45,6.036,3.8
03-18 18:15,6.016,2.6
03-18 18:45,6.334,2.6
03-18 19:15,6.561,1.6
03-18 19:45,6.737,1.6
03-18 20:15,6.821,2.0
03-18 20:45,6.844,2.0
03-18 21:15,6.942,0.9
03-18 21:45,7.113,0.9
03-18 22:15,8.089,0.5
03-18 22:45,8.11,0.5
03-18 23:15,8.281,0.3
03-18 23:45,8.307,0.3
03-19 00:15,8.439,0.4
03-19 00:45,8.449,0.4
03-19 01:15,8.485,0.0
03-19 01:45,8.548,0.0
03-19 02:15,8.606,-0.3
03-19 02:45,8.66,-0.3
03-19 03:15,8.72,-0.7
03-19 03:45,8.784,-0.7
03-19 04:15,8.825,-0.7
03-19 04:45,8.842,-0.7
03-19 05:15,8.84,-0.4
03-19 05:45,8.82,-0.4
03-19 06:15,8.808,-0.4
03-19 06:45,8.791,-0.4
03-19 07:15,8.752,-0.3
03-19 07:45,8.692,-0.3
03-19 08:15,8.503,0.9
03-19 08:45,8.09,0.9
03-19 09:15,7.089,2.1
03-19 09:45,6.847,2.1
03-19 10:15,6.715,3.1
03-19 10:45,6.591,3.1
03-19 11:15,6.337,3.8
03-19 11:45,5.945,3.8
03-19 12:15,5.48,4.8
03-19 12:45,4.989,4.8
03-19 13:15,4.691,4.9
03-19 13:45,4.688,4.9
03-19 14:15,4.69,1.3
03-19 14:45,5.711,1.3
03-19 15:15,6.635,1.2
03-19 15:45,6.935,1.2
03-19 16:15,6.863,2.6
03-19 16:45,6.424,2.6
03-19 17:15,6.277,3.3
03-19 17:45,6.714,3.3
03-19 18:15,6.504,2.1
03-19 18:45,6.785,2.1
03-19 19:15,6.958,1.7
03-19 19:45,7.055,1.7
03-19 20:15,7.1,2.0
03-19 20:45,7.113,2.0
03-19 21:15,7.18,1.2
03-19 21:45,7.3,1.2
03-19 22:15,8.176,2.0
03-19 22:45,8.047,2.0
03-19 23:15,8.141,1.6
03-19 23:45,8.17,1.6
03-20 00:15,8.33,1.2
03-20 00:45,8.387,1.2
03-20 01:15,8.423,1.2
03-20 01:45,8.435,1.2
03-20 02:15,8.451,1.1
03-20 02:45,8.471,1.1
03-20 03:15,8.497,0.9
03-20 03:45,8.528,0.9
03-20 04:15,8.561,0.7
03-20 04:45,8.596,0.7
03-20 05:15,8.633,0.5
03-20 05:45,8.67,0.5
03-20 06:15,8.695,0.4
03-20 06:45,8.695,0.4
03-20 07:15,8.626,1.3
03-20 07:45,8.489,1.3
03-20 08:15,8.267,3.1
03-20 08:45,7.912,3.1
03-20 09:15,7.025,3.6
03-20 09:45,6.851,3.6
03-20 10:15,6.686,4.7
03-20 10:45,6.488,4.7
03-20 11:15,6.278,5.1
03-20 11:45,6.056,5.1
03-20 12:15,5.891,5.1
03-20 12:45,5.904,5.1
03-20 13:15,5.988,5.8
03-20 13:45,6.053,5.8
03-20 14:15,6.201,5.1
03-20 14:45,6.403,5.1
03-20 15:15,6.505,4.6
03-20 15:45,6.402,4.6
03-20 16:15,6.268,4.6
03-20 16:45,6.264,4.6
03-20 17:15,6.502,3.4
03-20 17:45,6.933,3.4
03-20 18:15,6.687,2.4
03-20 18:45,6.888,2.4
03-20 19:15,7.053,1.4
03-20 19:45,7.198,1.4
03-20 20:15,7.345,0.3
03-20 20:45,7.512,0.3
03-20 21:15,7.652,-0.3
03-20 21:45,7.76,-0.3
03-20 22:15,8.742,-1.6
03-20 22:45,8.844,-1.6
03-20 23:15,9.002,-0.8
03-20 23:45,8.916,-0.8
03-21 00:15,9.006,-1.1
03-21 00:45,9.045,-1.1
03-21 01:15,9.061,-0.8
03-21 01:45,9.065,-0.8
03-21 02:15,9.147,-2.0
03-21 02:45,9.309,-2.0
03-21 03:15,9.411,-2.0
03-21 03:45,9.449,-2.0
03-21 04:15,9.478,-1.9
03-21 04:45,9.497,-1.9
03-21 05:15,9.577,-3.0
03-21 05:45,9.72,-3.0
03-21 06:15,9.766,-2.5
03-21 06:45,9.692,-2.5
03-21 07:15,9.546,-1.2
03-21 07:45,9.34,-1.2
03-21 08:15,9.01,1.6
03-21 08:45,8.503,1.6
03-21 09:15,7.458,3.4
03-21 09:45,7.168,3.4
03-21 10:15,7.054,2.8
03-21 10:45,6.988,2.8
03-21 11:15,6.647,5.2
03-21 11:45,5.96,5.2
03-21 12:15,5.245,5.9
03-21 12:45,4.751,5.9
03-21 13:15,4.69,6.4
03-21 13:45,4.688,6.4
03-21 14:15,4.804,6.4
03-21 14:45,5.061,6.4
03-21 15:15,5.247,5.3
03-21 15:45,5.546,5.3
03-21 16:15,5.73,5.2
03-21 16:45,5.632,5.2
03-21 17:15,5.689,3.3
03-21 17:45,6.321,3.3
03-21 18:15,6.376,2.6
03-21 18:45,6.672,2.6
03-21 19:15,6.837,2.3
03-21 19:45,6.928,2.3
03-21 20:15,6.972,2.5
03-21 20:45,6.997,2.5
03-21 21:15,7.114,0.9
03-21 21:45,7.323,0.9
03-21 22:15,8.34,0.0
03-21 22:45,8.402,0.0
03-21 23:15,8.561,0.3
03-21 23:45,8.521,0.3
03-22 00:15,8.622,0.2
03-22 00:45,8.643,0.2
03-22 01:15,8.679,-0.1
03-22 01:45,8.726,-0.1
03-22 02:15,8.69,1.1
03-22 02:45,8.573,1.1
03-22 03:15,8.558,0.3
03-22 03:45,8.646,0.3
03-22 04:15,8.694,0.3
03-22 04:45,8.701,0.3
03-22 05:15,8.717,0.1
03-22 05:45,8.744,0.1
03-22 06:15,8.733,0.9
03-22 06:45,8.654,0.9
03-22 07:15,8.532,2.1
03-22 07:45,8.35,2.1
03-22 08:15,8.102,3.8
03-22 08:45,7.751,3.8
03-22 09:15,6.765,6.1
03-22 09:45,6.403,6.1
03-22 10:15,6.188,6.3
03-22 10:45,6.099,6.3
