DateTime,Dry-bulb temperature (°C),Total system energy (kBtu/h),System natural gas (kBtu/h),System electricity (kBtu/h),Total lights energy (kBtu/h),Lights electricity (kBtu/h),Total equip energy (kBtu/h),Equip electricity (kBtu/h),Total CE ex equip (kgCO2/h),Total system CE (kgCO2/h),System nat. gas CE (kgCO2/h)
05-03 12:45,5.00,5.263,5.128,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 13:15,6.90,4.976,4.841,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 13:45,6.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 14:15,7.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 14:45,7.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 15:15,6.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 15:45,6.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 16:15,7.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 16:45,7.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 17:15,6.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 17:45,6.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-03 18:15,6.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-03 18:45,6.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-03 19:15,5.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-03 19:45,5.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-03 20:15,4.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-03 20:45,4.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-03 21:15,4.50,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-03 21:45,4.50,4.874,4.739,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-03 22:15,4.00,6.114,5.979,0.135,0.105,0.105,5.409,5.409,0.4,0.4,0.4
05-03 22:45,4.00,6.271,6.136,0.135,0.105,0.105,5.409,5.409,0.4,0.4,0.4
05-03 23:15,3.40,6.534,6.399,0.135,0.000,0.000,2.999,2.999,0.4,0.4,0.4
05-03 23:45,3.40,6.651,6.515,0.135,0.000,0.000,2.999,2.999,0.4,0.4,0.4
05-04 00:15,3.50,6.842,6.707,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 00:45,3.50,6.884,6.748,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 01:15,2.60,6.972,6.837,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 01:45,2.60,7.109,6.973,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 02:15,2.10,7.224,7.088,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 02:45,2.10,7.316,7.181,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 03:15,1.30,7.421,7.286,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.4
05-04 03:45,1.30,7.542,7.406,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
05-04 04:15,1.10,7.630,7.495,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
05-04 04:45,1.10,7.689,7.553,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
05-04 05:15,1.30,7.719,7.584,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
05-04 05:45,1.30,7.707,7.572,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
05-04 06:15,3.50,7.544,7.409,0.135,0.000,0.000,2.912,2.912,0.5,0.5,0.5
05-04 06:45,3.50,7.219,7.084,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 07:15,4.30,6.949,6.814,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 07:45,4.30,6.757,6.622,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-04 08:15,6.70,6.480,6.345,0.135,0.000,0.000,4.932,4.932,0.4,0.4,0.4
05-04 08:45,6.70,6.073,5.938,0.135,0.000,0.000,4.932,4.932,0.4,0.4,0.4
05-04 09:15,8.20,5.115,4.980,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 09:45,8.20,4.863,4.727,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 10:15,10.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 10:45,10.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 11:15,9.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 11:45,9.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 12:15,9.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 12:45,9.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 13:15,9.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 13:45,9.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 14:15,10.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 14:45,10.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 15:15,9.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 15:45,9.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 16:15,9.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 16:45,9.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 17:15,8.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 17:45,8.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-04 18:15,10.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-04 18:45,10.00,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-04 19:15,10.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-04 19:45,10.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-04 20:15,10.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-04 20:45,10.90,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-04 21:15,10.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-04 21:45,10.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-04 22:15,10.20,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-04 22:45,10.20,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-04 23:15,9.80,5.067,4.932,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-04 23:45,9.80,5.197,5.062,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-05 00:15,9.50,5.383,5.247,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 00:45,9.50,5.444,5.309,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 01:15,9.20,5.499,5.364,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 01:45,9.20,5.549,5.414,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 02:15,8.80,5.603,5.467,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 02:45,8.80,5.660,5.525,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 03:15,8.40,5.717,5.582,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 03:45,8.40,5.775,5.640,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.3
05-05 04:15,7.50,5.861,5.725,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 04:45,7.50,5.975,5.839,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 05:15,6.80,6.070,5.935,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 05:45,6.80,6.131,5.995,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 06:15,6.60,6.142,6.007,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 06:45,6.60,6.099,5.964,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 07:15,8.40,5.935,5.799,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-05 07:45,8.40,5.656,5.521,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-05 08:15,10.30,5.368,5.232,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-05 08:45,10.30,5.050,4.915,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-05 09:15,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 09:45,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 10:15,13.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 10:45,13.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 11:15,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 11:45,13.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 12:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 12:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 13:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 13:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 14:15,12.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 14:45,12.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 15:15,12.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 15:45,12.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 16:15,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 16:45,12.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 17:15,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 17:45,11.70,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-05 18:15,11.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-05 18:45,11.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-05 19:15,11.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-05 19:45,11.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-05 20:15,9.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-05 20:45,9.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-05 21:15,10.20,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-05 21:45,10.20,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-05 22:15,9.20,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-05 22:45,9.20,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-05 23:15,7.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-05 23:45,7.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-06 00:15,6.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 00:45,6.30,5.010,4.875,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 01:15,7.00,5.330,5.195,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 01:45,7.00,5.386,5.251,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 02:15,7.90,5.381,5.245,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 02:45,7.90,5.335,5.200,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 03:15,7.20,5.360,5.225,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 03:45,7.20,5.467,5.331,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 04:15,7.50,5.522,5.387,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 04:45,7.50,5.520,5.385,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 05:15,7.40,5.527,5.392,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 05:45,7.40,5.534,5.399,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 06:15,8.30,5.466,5.331,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 06:45,8.30,5.319,5.184,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 07:15,9.60,5.133,4.997,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 07:45,9.60,4.914,4.779,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-06 08:15,10.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-06 08:45,10.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-06 09:15,11.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 09:45,11.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 10:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 10:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 11:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 11:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 12:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 12:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 13:15,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 13:45,11.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 14:15,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 14:45,11.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 15:15,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 15:45,11.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 16:15,11.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 16:45,11.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 17:15,10.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 17:45,10.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-06 18:15,10.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-06 18:45,10.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-06 19:15,9.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-06 19:45,9.40,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-06 20:15,7.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-06 20:45,7.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-06 21:15,6.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-06 21:45,6.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-06 22:15,6.10,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-06 22:45,6.10,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-06 23:15,5.10,5.010,4.875,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-06 23:45,5.10,5.426,5.290,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-07 00:15,4.60,5.757,5.622,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.3
05-07 00:45,4.60,5.912,5.777,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 01:15,4.00,6.050,5.914,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 01:45,4.00,6.179,6.044,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 02:15,3.40,6.301,6.166,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 02:45,3.40,6.419,6.284,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 03:15,3.00,6.523,6.387,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 03:45,3.00,6.611,6.476,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 04:15,3.20,6.665,6.530,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 04:45,3.20,6.684,6.549,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 05:15,4.60,6.616,6.480,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 05:45,4.60,6.431,6.296,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 06:15,6.20,6.199,6.063,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 06:45,6.20,5.935,5.800,0.135,0.000,0.000,2.912,2.912,0.4,0.4,0.4
05-07 07:15,7.90,5.656,5.521,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-07 07:45,7.90,5.381,5.246,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-07 08:15,9.60,5.091,4.955,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-07 08:45,9.60,4.831,4.696,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-07 09:15,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 09:45,11.00,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 10:15,15.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 10:45,15.10,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 11:15,16.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 11:45,16.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 12:15,14.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 12:45,14.30,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 13:15,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 13:45,13.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 14:15,12.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 14:45,12.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 15:15,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 15:45,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 16:15,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 16:45,11.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 17:15,11.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 17:45,11.20,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-07 18:15,10.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-07 18:45,10.80,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-07 19:15,9.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-07 19:45,9.70,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-07 20:15,12.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-07 20:45,12.60,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-07 21:15,13.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-07 21:45,13.10,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-07 22:15,12.70,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-07 22:45,12.70,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-07 23:15,10.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-07 23:45,10.80,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-08 00:15,10.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 00:45,10.20,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 01:15,7.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 01:45,7.30,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 02:15,7.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 02:45,7.40,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 03:15,6.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 03:45,6.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 04:15,6.80,5.010,4.875,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 04:45,6.80,5.127,4.992,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 05:15,7.30,5.163,5.028,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 05:45,7.30,5.130,4.995,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 06:15,8.40,5.033,4.897,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 06:45,8.40,4.876,4.740,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 07:15,10.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 07:45,10.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-08 08:15,12.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-08 08:45,12.60,4.824,4.688,0.135,0.000,0.000,4.932,4.932,0.3,0.3,0.3
05-08 09:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 09:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 10:15,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 10:45,13.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 11:15,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 11:45,12.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 12:15,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 12:45,13.40,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 13:15,12.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 13:45,12.50,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 14:15,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 14:45,12.90,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 15:15,18.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 15:45,18.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 16:15,18.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 16:45,18.80,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 17:15,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 17:45,15.60,4.824,4.688,0.135,0.000,0.000,4.132,4.132,0.3,0.3,0.3
05-08 18:15,17.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-08 18:45,17.50,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-08 19:15,15.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-08 19:45,15.20,4.824,4.688,0.135,0.105,0.105,5.678,5.678,0.3,0.3,0.3
05-08 20:15,13.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-08 20:45,13.00,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-08 21:15,10.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-08 21:45,10.70,4.824,4.688,0.135,0.105,0.105,4.829,4.829,0.3,0.3,0.3
05-08 22:15,8.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-08 22:45,8.60,4.824,4.688,0.135,0.105,0.105,5.409,5.409,0.3,0.3,0.3
05-08 23:15,7.40,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-08 23:45,7.40,4.824,4.688,0.135,0.000,0.000,2.999,2.999,0.3,0.3,0.3
05-09 00:15,7.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-09 00:45,7.70,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
05-09 01:15,7.00,4.824,4.688,0.135,0.000,0.000,2.912,2.912,0.3,0.3,0.3
