DateTime,Aux vent heating load (kW),Max. adaptive temp. (°C),Wind speed (m/s),Wind direction[E of N] (deg.),Boilers load (kW),Direct radiation (W/m²),Ap Sys boilers load (kW),Boilers energy (kBtu/h),Diffuse radiation (W/m²),Global radiation (W/m²),Solar altitude (deg.)
01-06 05:45,0.0000,23.22,10.60,310.0,2.1696,0.000,2.1696,8.318,0.000,0.000,0.0
01-06 06:15,0.0000,23.22,10.10,310.0,2.1778,0.000,2.1778,8.349,0.000,0.000,0.0
01-06 06:45,0.0000,23.22,10.10,310.0,2.1850,0.000,2.1850,8.377,0.000,0.000,0.0
01-06 07:15,0.0000,23.22,11.10,320.0,2.1880,0.000,2.1880,8.388,0.000,0.000,0.0
01-06 07:45,0.0000,23.22,11.10,320.0,2.1864,0.000,2.1864,8.382,0.000,0.000,0.0
01-06 08:15,0.0000,23.22,10.10,320.0,2.1835,26.342,2.1835,8.371,10.000,11.000,2.2
01-06 08:45,0.0000,23.22,10.10,320.0,2.1684,26.342,2.1684,8.313,10.000,11.000,2.2
01-06 09:15,0.0000,23.22,10.60,330.0,1.9875,268.199,1.9875,7.620,32.000,66.000,7.3
01-06 09:45,0.0000,23.22,10.60,330.0,1.9611,268.199,1.9611,7.519,32.000,66.000,7.3
01-06 10:15,0.0000,23.22,10.10,330.0,1.9427,26.948,1.9427,7.448,59.000,64.000,10.7
01-06 10:45,0.0000,23.22,10.10,330.0,1.9317,26.948,1.9317,7.406,59.000,64.000,10.7
01-06 11:15,0.0000,23.22,10.60,340.0,1.9256,38.045,1.9256,7.383,63.000,71.000,12.1
01-06 11:45,0.0000,23.22,10.60,340.0,1.9168,38.045,1.9168,7.349,63.000,71.000,12.1
01-06 12:15,0.0000,23.22,11.10,340.0,1.9159,10.036,1.9159,7.345,52.000,54.000,11.5
01-06 12:45,0.0000,23.22,11.10,340.0,1.9284,10.036,1.9284,7.393,52.000,54.000,11.5
01-06 13:15,0.0000,23.22,10.10,340.0,1.9498,6.523,1.9498,7.475,25.000,26.000,8.8
01-06 13:45,0.0000,23.22,10.10,340.0,1.9773,6.523,1.9773,7.581,25.000,26.000,8.8
01-06 14:15,0.0000,23.22,10.10,340.0,2.0037,13.245,2.0037,7.682,8.000,9.000,4.3
01-06 14:45,0.0000,23.22,10.10,340.0,2.0278,13.245,2.0278,7.774,8.000,9.000,4.3
01-06 15:15,0.0000,23.22,9.60,340.0,2.0556,0.000,2.0556,7.881,0.000,0.000,0.0
01-06 15:45,0.0000,23.22,9.60,340.0,2.0872,0.000,2.0872,8.002,0.000,0.000,0.0
01-06 16:15,0.0000,23.22,8.60,340.0,2.1003,0.000,2.1003,8.052,0.000,0.000,0.0
01-06 16:45,0.0000,23.22,8.60,340.0,2.0942,0.000,2.0942,8.029,0.000,0.000,0.0
01-06 17:15,0.0000,23.22,9.10,340.0,2.0855,0.000,2.0855,7.996,0.000,0.000,0.0
01-06 17:45,0.0000,23.22,9.10,340.0,2.0754,0.000,2.0754,7.957,0.000,0.000,0.0
01-06 18:15,0.0000,23.22,8.60,350.0,1.9345,0.000,1.9345,7.417,0.000,0.000,0.0
01-06 18:45,0.0000,23.22,8.60,350.0,1.9503,0.000,1.9503,7.477,0.000,0.000,0.0
01-06 19:15,0.0000,23.22,8.60,350.0,1.9569,0.000,1.9569,7.503,0.000,0.000,0.0
01-06 19:45,0.0000,23.22,8.60,350.0,1.9551,0.000,1.9551,7.496,0.000,0.000,0.0
01-06 20:15,0.0000,23.22,6.50,0.0,1.9556,0.000,1.9556,7.497,0.000,0.000,0.0
01-06 20:45,0.0000,23.22,6.50,0.0,1.9614,0.000,1.9614,7.520,0.000,0.000,0.0
01-06 21:15,0.0000,23.22,5.50,10.0,1.9760,0.000,1.9760,7.576,0.000,0.000,0.0
01-06 21:45,0.0000,23.22,5.50,10.0,1.9986,0.000,1.9986,7.663,0.000,0.000,0.0
01-06 22:15,0.0000,23.22,4.50,20.0,2.2395,0.000,2.2395,8.586,0.000,0.000,0.0
01-06 22:45,0.0000,23.22,4.50,20.0,2.2388,0.000,2.2388,8.583,0.000,0.000,0.0
01-06 23:15,0.0000,23.22,4.00,350.0,2.2440,0.000,2.2440,8.603,0.000,0.000,0.0
01-06 23:45,0.0000,23.22,4.00,350.0,2.1775,0.000,2.1775,8.348,0.000,0.000,0.0
01-07 00:15,0.0000,23.14,6.00,350.0,2.1704,0.000,2.1704,8.321,0.000,0.000,0.0
01-07 00:45,0.0000,23.14,6.00,350.0,2.1665,0.000,2.1665,8.306,0.000,0.000,0.0
01-07 01:15,0.0000,23.14,6.50,340.0,2.1671,0.000,2.1671,8.309,0.000,0.000,0.0
01-07 01:45,0.0000,23.14,6.50,340.0,2.1708,0.000,2.1708,8.323,0.000,0.000,0.0
01-07 02:15,0.0000,23.14,6.00,340.0,2.1782,0.000,2.1782,8.351,0.000,0.000,0.0
01-07 02:45,0.0000,23.14,6.00,340.0,2.1885,0.000,2.1885,8.391,0.000,0.000,0.0
01-07 03:15,0.0000,23.14,6.00,340.0,2.1978,0.000,2.1978,8.426,0.000,0.000,0.0
01-07 03:45,0.0000,23.14,6.00,340.0,2.2060,0.000,2.2060,8.458,0.000,0.000,0.0
01-07 04:15,0.0000,23.14,5.50,330.0,2.2200,0.000,2.2200,8.511,0.000,0.000,0.0
01-07 04:45,0.0000,23.14,5.50,330.0,2.2400,0.000,2.2400,8.588,0.000,0.000,0.0
01-07 05:15,0.0000,23.14,4.50,320.0,2.2540,0.000,2.2540,8.641,0.000,0.000,0.0
01-07 05:45,0.0000,23.14,4.50,320.0,2.2616,0.000,2.2616,8.671,0.000,0.000,0.0
01-07 06:15,0.0000,23.14,4.50,320.0,2.2674,0.000,2.2674,8.693,0.000,0.000,0.0
01-07 06:45,0.0000,23.14,4.50,320.0,2.2709,0.000,2.2709,8.706,0.000,0.000,0.0
01-07 07:15,0.0000,23.14,4.50,320.0,2.2696,0.000,2.2696,8.701,0.000,0.000,0.0
01-07 07:45,0.0000,23.14,4.50,320.0,2.2644,0.000,2.2644,8.681,0.000,0.000,0.0
01-07 08:15,0.0000,23.14,4.50,310.0,2.2706,51.142,2.2706,8.705,17.000,19.000,2.2
01-07 08:45,0.0000,23.14,4.50,310.0,2.2767,51.142,2.2767,8.729,17.000,19.000,2.2
01-07 09:15,0.0000,23.14,5.50,320.0,2.1123,117.021,2.1123,8.098,49.000,64.000,7.4
01-07 09:45,0.0000,23.14,5.50,320.0,2.0980,117.021,2.0980,8.044,49.000,64.000,7.4
01-07 10:15,0.0000,23.14,6.50,320.0,2.0751,16.023,2.0751,7.956,64.000,67.000,10.8
01-07 10:45,0.0000,23.14,6.50,320.0,2.0410,16.023,2.0410,7.825,64.000,67.000,10.8
01-07 11:15,0.0000,23.14,5.00,320.0,2.0160,320.404,2.0160,7.729,57.000,125.000,12.3
01-07 11:45,0.0000,23.14,5.00,320.0,1.9706,320.404,1.9706,7.555,57.000,125.000,12.3
01-07 12:15,0.0000,23.14,5.00,320.0,1.8906,491.365,1.8906,7.248,37.000,136.000,11.6
01-07 12:45,0.0000,23.14,5.00,320.0,1.8001,491.365,1.8001,6.901,37.000,136.000,11.6
01-07 13:15,0.0000,23.14,6.00,330.0,1.7179,378.918,1.7179,6.586,36.000,95.000,9.0
01-07 13:45,0.0000,23.14,6.00,330.0,1.6669,378.918,1.6669,6.391,36.000,95.000,9.0
01-07 14:15,0.0000,23.14,4.00,320.0,1.6778,384.454,1.6778,6.433,32.000,62.000,4.5
01-07 14:45,0.0000,23.14,4.00,320.0,1.7449,384.454,1.7449,6.690,32.000,62.000,4.5
01-07 15:15,0.0000,23.14,4.00,310.0,1.8480,0.000,1.8480,7.085,0.000,0.000,0.0
01-07 15:45,0.0000,23.14,4.00,310.0,1.9900,0.000,1.9900,7.629,0.000,0.000,0.0
01-07 16:15,0.0000,23.14,3.50,300.0,2.0860,0.000,2.0860,7.997,0.000,0.000,0.0
01-07 16:45,0.0000,23.14,3.50,300.0,2.1412,0.000,2.1412,8.209,0.000,0.000,0.0
01-07 17:15,0.0000,23.14,4.00,300.0,2.1728,0.000,2.1728,8.330,0.000,0.000,0.0
01-07 17:45,0.0000,23.14,4.00,300.0,2.1895,0.000,2.1895,8.394,0.000,0.000,0.0
01-07 18:15,0.0000,23.14,4.00,300.0,2.0588,0.000,2.0588,7.893,0.000,0.000,0.0
01-07 18:45,0.0000,23.14,4.00,300.0,2.0686,0.000,2.0686,7.931,0.000,0.000,0.0
01-07 19:15,0.0000,23.14,3.50,310.0,2.0797,0.000,2.0797,7.973,0.000,0.000,0.0
01-07 19:45,0.0000,23.14,3.50,310.0,2.0938,0.000,2.0938,8.027,0.000,0.000,0.0
01-07 20:15,0.0000,23.14,3.50,300.0,2.1107,0.000,2.1107,8.092,0.000,0.000,0.0
01-07 20:45,0.0000,23.14,3.50,300.0,2.1344,0.000,2.1344,8.183,0.000,0.000,0.0
01-07 21:15,0.0000,23.14,3.50,300.0,2.1563,0.000,2.1563,8.267,0.000,0.000,0.0
01-07 21:45,0.0000,23.14,3.50,300.0,2.1745,0.000,2.1745,8.337,0.000,0.000,0.0
01-07 22:15,0.0000,23.14,3.50,290.0,2.4208,0.000,2.4208,9.281,0.000,0.000,0.0
01-07 22:45,0.0000,23.14,3.50,290.0,2.4367,0.000,2.4367,9.342,0.000,0.000,0.0
01-07 23:15,0.0000,23.14,4.00,280.0,2.4744,0.000,2.4744,9.486,0.000,0.000,0.0
01-07 23:45,0.0000,23.14,4.00,280.0,2.4568,0.000,2.4568,9.419,0.000,0.000,0.0
01-08 00:15,0.0000,23.00,3.50,290.0,2.4777,0.000,2.4777,9.499,0.000,0.000,0.0
01-08 00:45,0.0000,23.00,3.50,290.0,2.4785,0.000,2.4785,9.502,0.000,0.000,0.0
01-08 01:15,0.0000,23.00,3.50,280.0,2.4830,0.000,2.4830,9.520,0.000,0.000,0.0
01-08 01:45,0.0000,23.00,3.50,280.0,2.4912,0.000,2.4912,9.551,0.000,0.000,0.0
01-08 02:15,0.0000,23.00,4.50,290.0,2.5017,0.000,2.5017,9.591,0.000,0.000,0.0
01-08 02:45,0.0000,23.00,4.50,290.0,2.5143,0.000,2.5143,9.640,0.000,0.000,0.0
01-08 03:15,0.0000,23.00,4.00,270.0,2.5276,0.000,2.5276,9.690,0.000,0.000,0.0
01-08 03:45,0.0000,23.00,4.00,270.0,2.5410,0.000,2.5410,9.742,0.000,0.000,0.0
01-08 04:15,0.0000,23.00,4.00,290.0,2.5502,0.000,2.5502,9.777,0.000,0.000,0.0
01-08 04:45,0.0000,23.00,4.00,290.0,2.5551,0.000,2.5551,9.796,0.000,0.000,0.0
01-08 05:15,0.0000,23.00,3.50,280.0,2.5625,0.000,2.5625,9.824,0.000,0.000,0.0
01-08 05:45,0.0000,23.00,3.50,280.0,2.5724,0.000,2.5724,9.862,0.000,0.000,0.0
01-08 06:15,0.0000,23.00,4.00,270.0,2.5796,0.000,2.5796,9.890,0.000,0.000,0.0
01-08 06:45,0.0000,23.00,4.00,270.0,2.5842,0.000,2.5842,9.908,0.000,0.000,0.0
01-08 07:15,0.0000,23.00,3.50,280.0,2.6015,0.000,2.6015,9.974,0.000,0.000,0.0
01-08 07:45,0.0000,23.00,3.50,280.0,2.6312,0.000,2.6312,10.088,0.000,0.000,0.0
01-08 08:15,0.0000,23.00,3.50,270.0,2.6447,222.900,2.6447,10.139,21.000,30.000,2.3
01-08 08:45,0.0000,23.00,3.50,270.0,2.6296,222.900,2.6296,10.081,21.000,30.000,2.3
01-08 09:15,0.0000,23.00,4.50,280.0,2.4320,100.217,2.4320,9.324,75.000,88.000,7.5
01-08 09:45,0.0000,23.00,4.50,280.0,2.3717,100.217,2.3717,9.093,75.000,88.000,7.5
01-08 10:15,0.0000,23.00,4.00,270.0,2.3267,248.619,2.3267,8.920,81.000,128.000,10.9
01-08 10:45,0.0000,23.00,4.00,270.0,2.2856,248.619,2.2856,8.763,81.000,128.000,10.9
01-08 11:15,0.0000,23.00,3.50,260.0,2.2218,195.978,2.2218,8.518,94.000,136.000,12.4
01-08 11:45,0.0000,23.00,3.50,260.0,2.1547,195.978,2.1547,8.261,94.000,136.000,12.4
01-08 12:15,0.0000,23.00,3.00,260.0,2.1014,220.811,2.1014,8.057,89.000,134.000,11.8
01-08 12:45,0.0000,23.00,3.00,260.0,2.0572,220.811,2.0572,7.887,89.000,134.000,11.8
01-08 13:15,0.0000,23.00,3.00,260.0,2.0179,240.182,2.0179,7.736,68.000,106.000,9.1
01-08 13:45,0.0000,23.00,3.00,260.0,1.9824,240.182,1.9824,7.600,68.000,106.000,9.1
01-08 14:15,0.0000,23.00,2.50,260.0,1.9957,136.351,1.9957,7.651,34.000,45.000,4.6
01-08 14:45,0.0000,23.00,2.50,260.0,2.0789,136.351,2.0789,7.970,34.000,45.000,4.6
01-08 15:15,0.0000,23.00,2.50,250.0,2.1863,0.000,2.1863,8.382,0.000,0.000,0.0
01-08 15:45,0.0000,23.00,2.50,250.0,2.3061,0.000,2.3061,8.841,0.000,0.000,0.0
01-08 16:15,0.0000,23.00,3.50,250.0,2.3850,0.000,2.3850,9.144,0.000,0.000,0.0
01-08 16:45,0.0000,23.00,3.50,250.0,2.4252,0.000,2.4252,9.298,0.000,0.000,0.0
01-08 17:15,0.0000,23.00,3.50,260.0,2.4563,0.000,2.4563,9.417,0.000,0.000,0.0
01-08 17:45,0.0000,23.00,3.50,260.0,2.4828,0.000,2.4828,9.519,0.000,0.000,0.0
01-08 18:15,0.0000,23.00,3.50,260.0,2.3660,0.000,2.3660,9.071,0.000,0.000,0.0
01-08 18:45,0.0000,23.00,3.50,260.0,2.3938,0.000,2.3938,9.177,0.000,0.000,0.0
01-08 19:15,0.0000,23.00,3.00,270.0,2.4166,0.000,2.4166,9.265,0.000,0.000,0.0
01-08 19:45,0.0000,23.00,3.00,270.0,2.4359,0.000,2.4359,9.339,0.000,0.000,0.0
01-08 20:15,0.0000,23.00,3.50,270.0,2.4462,0.000,2.4462,9.378,0.000,0.000,0.0
01-08 20:45,0.0000,23.00,3.50,270.0,2.4515,0.000,2.4515,9.399,0.000,0.000,0.0
01-08 21:15,0.0000,23.00,3.50,260.0,2.4568,0.000,2.4568,9.419,0.000,0.000,0.0
01-08 21:45,0.0000,23.00,3.50,260.0,2.4602,0.000,2.4602,9.432,0.000,0.000,0.0
01-08 22:15,0.0000,23.00,3.50,270.0,2.6897,0.000,2.6897,10.312,0.000,0.000,0.0
01-08 22:45,0.0000,23.00,3.50,270.0,2.6865,0.000,2.6865,10.300,0.000,0.000,0.0
01-08 23:15,0.0000,23.00,3.00,270.0,2.7188,0.000,2.7188,10.423,0.000,0.000,0.0
01-08 23:45,0.0000,23.00,3.00,270.0,2.7095,0.000,2.7095,10.388,0.000,0.000,0.0
01-09 00:15,0.0000,22.72,3.50,270.0,2.7410,0.000,2.7410,10.509,0.000,0.000,0.0
01-09 00:45,0.0000,22.72,3.50,270.0,2.7554,0.000,2.7554,10.564,0.000,0.000,0.0
01-09 01:15,0.0000,22.72,3.50,260.0,2.7535,0.000,2.7535,10.556,0.000,0.000,0.0
01-09 01:45,0.0000,22.72,3.50,260.0,2.7340,0.000,2.7340,10.482,0.000,0.000,0.0
01-09 02:15,0.0000,22.72,1.50,250.0,2.7444,0.000,2.7444,10.522,0.000,0.000,0.0
01-09 02:45,0.0000,22.72,1.50,250.0,2.7845,0.000,2.7845,10.675,0.000,0.000,0.0
01-09 03:15,0.0000,22.72,1.00,250.0,2.8184,0.000,2.8184,10.805,0.000,0.000,0.0
01-09 03:45,0.0000,22.72,1.00,250.0,2.8465,0.000,2.8465,10.913,0.000,0.000,0.0
01-09 04:15,0.0000,22.72,1.50,240.0,2.8629,0.000,2.8629,10.976,0.000,0.000,0.0
01-09 04:45,0.0000,22.72,1.50,240.0,2.8783,0.000,2.8783,11.035,0.000,0.000,0.0
01-09 05:15,0.0000,22.72,1.00,230.0,2.8992,0.000,2.8992,11.115,0.000,0.000,0.0
01-09 05:45,0.0000,22.72,1.00,230.0,2.9244,0.000,2.9244,11.212,0.000,0.000,0.0
01-09 06:15,0.0000,22.72,1.50,240.0,2.9326,0.000,2.9326,11.243,0.000,0.000,0.0
01-09 06:45,0.0000,22.72,1.50,240.0,2.9259,0.000,2.9259,11.217,0.000,0.000,0.0
01-09 07:15,0.0000,22.72,2.00,220.0,2.9165,0.000,2.9165,11.181,0.000,0.000,0.0
01-09 07:45,0.0000,22.72,2.00,220.0,2.9041,0.000,2.9041,11.134,0.000,0.000,0.0
01-09 08:15,0.0000,22.72,2.00,210.0,2.8690,23.939,2.8690,10.999,8.000,9.000,2.4
01-09 08:45,0.0000,22.72,2.00,210.0,2.8563,23.939,2.8563,10.951,8.000,9.000,2.4
01-09 09:15,0.0000,22.72,2.50,200.0,2.6825,7.611,2.6825,10.284,31.000,32.000,7.5
01-09 09:45,0.0000,22.72,2.50,200.0,2.6687,7.611,2.6687,10.231,31.000,32.000,7.5
01-09 10:15,0.0000,22.72,2.00,180.0,2.6460,10.472,2.6460,10.145,52.000,54.000,11.0
01-09 10:45,0.0000,22.72,2.00,180.0,2.6080,10.472,2.6080,9.999,52.000,54.000,11.0
01-09 11:15,0.0000,22.72,2.50,190.0,2.5797,46.187,2.5797,9.890,91.000,101.000,12.5
01-09 11:45,0.0000,22.72,2.50,190.0,2.5585,46.187,2.5585,9.809,91.000,101.000,12.5
01-09 12:15,0.0000,22.72,2.00,200.0,2.5446,43.641,2.5446,9.756,75.000,84.000,11.9
01-09 12:45,0.0000,22.72,2.00,200.0,2.5474,43.641,2.5474,9.766,75.000,84.000,11.9
01-09 13:15,0.0000,22.72,3.00,190.0,2.5359,37.306,2.5359,9.722,75.000,81.000,9.3
01-09 13:45,0.0000,22.72,3.00,190.0,2.5078,37.306,2.5078,9.615,75.000,81.000,9.3
01-09 14:15,0.0000,22.72,3.50,180.0,2.5039,11.987,2.5039,9.600,26.000,27.000,4.8
01-09 14:45,0.0000,22.72,3.50,180.0,2.5294,11.987,2.5294,9.697,26.000,27.000,4.8
01-09 15:15,0.0000,22.72,3.50,180.0,2.5621,0.000,2.5621,9.823,0.000,0.000,0.0
01-09 15:45,0.0000,22.72,3.50,180.0,2.5961,0.000,2.5961,9.953,0.000,0.000,0.0
01-09 16:15,0.0000,22.72,2.50,220.0,2.6308,0.000,2.6308,10.086,0.000,0.000,0.0
01-09 16:45,0.0000,22.72,2.50,220.0,2.6656,0.000,2.6656,10.220,0.000,0.000,0.0
01-09 17:15,0.0000,22.72,2.50,200.0,2.6824,0.000,2.6824,10.284,0.000,0.000,0.0
01-09 17:45,0.0000,22.72,2.50,200.0,2.6829,0.000,2.6829,10.286,0.000,0.000,0.0
01-09 18:15,0.0000,22.72,2.50,210.0,2.5256,0.000,2.5256,9.683,0.000,0.000,0.0
01-09 18:45,0.0000,22.72,2.50,210.0,2.4972,0.000,2.4972,9.574,0.000,0.000,0.0
01-09 19:15,0.0000,22.72,3.00,190.0,2.4655,0.000,2.4655,9.452,0.000,0.000,0.0
01-09 19:45,0.0000,22.72,3.00,190.0,2.4322,0.000,2.4322,9.325,0.000,0.000,0.0
01-09 20:15,0.0000,22.72,3.50,200.0,2.4163,0.000,2.4163,9.264,0.000,0.000,0.0
01-09 20:45,0.0000,22.72,3.50,200.0,2.4219,0.000,2.4219,9.285,0.000,0.000,0.0
01-09 21:15,0.0000,22.72,2.50,210.0,2.4404,0.000,2.4404,9.356,0.000,0.000,0.0
01-09 21:45,0.0000,22.72,2.50,210.0,2.4693,0.000,2.4693,9.467,0.000,0.000,0.0
01-09 22:15,0.0000,22.72,2.00,210.0,2.7045,0.000,2.7045,10.369,0.000,0.000,0.0
01-09 22:45,0.0000,22.72,2.00,210.0,2.6870,0.000,2.6870,10.301,0.000,0.000,0.0
01-09 23:15,0.0000,22.72,2.00,210.0,2.7031,0.000,2.7031,10.363,0.000,0.000,0.0
01-09 23:45,0.0000,22.72,2.00,210.0,2.6764,0.000,2.6764,10.261,0.000,0.000,0.0
01-10 00:15,0.0000,22.42,2.00,220.0,2.6849,0.000,2.6849,10.293,0.000,0.000,0.0
01-10 00:45,0.0000,22.42,2.00,220.0,2.6699,0.000,2.6699,10.236,0.000,0.000,0.0
01-10 01:15,0.0000,22.42,1.50,220.0,2.6601,0.000,2.6601,10.198,0.000,0.000,0.0
01-10 01:45,0.0000,22.42,1.50,220.0,2.6548,0.000,2.6548,10.178,0.000,0.000,0.0
01-10 02:15,0.0000,22.42,5.00,150.0,2.6364,0.000,2.6364,10.107,0.000,0.000,0.0
01-10 02:45,0.0000,22.42,5.00,150.0,2.6064,0.000,2.6064,9.993,0.000,0.000,0.0
01-10 03:15,0.0000,22.42,12.10,120.0,2.5865,0.000,2.5865,9.916,0.000,0.000,0.0
01-10 03:45,0.0000,22.42,12.10,120.0,2.5764,0.000,2.5764,9.877,0.000,0.000,0.0
01-10 04:15,0.0000,22.42,12.10,130.0,2.5757,0.000,2.5757,9.875,0.000,0.000,0.0
01-10 04:45,0.0000,22.42,12.10,130.0,2.5842,0.000,2.5842,9.908,0.000,0.000,0.0
01-10 05:15,0.0000,22.42,11.10,130.0,2.5887,0.000,2.5887,9.925,0.000,0.000,0.0
01-10 05:45,0.0000,22.42,11.10,130.0,2.5889,0.000,2.5889,9.926,0.000,0.000,0.0
01-10 06:15,0.0000,22.42,9.10,140.0,2.6017,0.000,2.6017,9.975,0.000,0.000,0.0
01-10 06:45,0.0000,22.42,9.10,140.0,2.6276,0.000,2.6276,10.074,0.000,0.000,0.0
01-10 07:15,0.0000,22.42,10.10,130.0,2.6392,0.000,2.6392,10.118,0.000,0.000,0.0
01-10 07:45,0.0000,22.42,10.10,130.0,2.6363,0.000,2.6363,10.107,0.000,0.000,0.0
01-10 08:15,0.0000,22.42,9.60,130.0,2.6281,23.099,2.6281,10.076,4.000,5.000,2.5
01-10 08:45,0.0000,22.42,9.60,130.0,2.6036,23.099,2.6036,9.982,4.000,5.000,2.5
01-10 09:15,0.0000,22.42,8.60,140.0,2.4305,7.509,2.4305,9.318,25.000,26.000,7.7
01-10 09:45,0.0000,22.42,8.60,140.0,2.4295,7.509,2.4295,9.314,25.000,26.000,7.7
01-10 10:15,0.0000,22.42,8.60,130.0,2.4361,41.441,2.4361,9.340,94.000,102.000,11.1
01-10 10:45,0.0000,22.42,8.60,130.0,2.4403,41.441,2.4403,9.356,94.000,102.000,11.1
01-10 11:15,0.0000,22.42,8.10,130.0,2.4390,9.139,2.4390,9.351,64.000,66.000,12.6
01-10 11:45,0.0000,22.42,8.10,130.0,2.4453,9.139,2.4453,9.375,64.000,66.000,12.6
01-10 12:15,0.0000,22.42,8.10,130.0,2.4594,9.580,2.4594,9.429,58.000,60.000,12.1
01-10 12:45,0.0000,22.42,8.10,130.0,2.4738,9.580,2.4738,9.484,58.000,60.000,12.1
01-10 13:15,0.0000,22.42,7.60,120.0,2.4872,36.683,2.4872,9.535,68.000,74.000,9.4
01-10 13:45,0.0000,22.42,7.60,120.0,2.4953,36.683,2.4953,9.566,68.000,74.000,9.4
01-10 14:15,0.0000,22.42,7.10,130.0,2.5083,46.364,2.5083,9.617,35.000,39.000,4.9
01-10 14:45,0.0000,22.42,7.10,130.0,2.5368,46.364,2.5368,9.726,35.000,39.000,4.9
01-10 15:15,0.0000,22.42,6.00,130.0,2.5626,0.000,2.5626,9.825,0.000,0.000,0.0
01-10 15:45,0.0000,22.42,6.00,130.0,2.5832,0.000,2.5832,9.904,0.000,0.000,0.0
01-10 16:15,0.0000,22.42,6.50,130.0,2.6031,0.000,2.6031,9.980,0.000,0.000,0.0
01-10 16:45,0.0000,22.42,6.50,130.0,2.6219,0.000,2.6219,10.052,0.000,0.000,0.0
01-10 17:15,0.0000,22.42,6.50,110.0,2.6342,0.000,2.6342,10.099,0.000,0.000,0.0
01-10 17:45,0.0000,22.42,6.50,110.0,2.6410,0.000,2.6410,10.125,0.000,0.000,0.0
01-10 18:15,0.0000,22.42,6.50,110.0,2.5029,0.000,2.5029,9.596,0.000,0.000,0.0
01-10 18:45,0.0000,22.42,6.50,110.0,2.5067,0.000,2.5067,9.610,0.000,0.000,0.0
01-10 19:15,0.0000,22.42,6.00,110.0,2.5154,0.000,2.5154,9.644,0.000,0.000,0.0
01-10 19:45,0.0000,22.42,6.00,110.0,2.5304,0.000,2.5304,9.701,0.000,0.000,0.0
01-10 20:15,0.0000,22.42,6.00,100.0,2.5416,0.000,2.5416,9.744,0.000,0.000,0.0
01-10 20:45,0.0000,22.42,6.00,100.0,2.5529,0.000,2.5529,9.788,0.000,0.000,0.0
01-10 21:15,0.0000,22.42,6.00,100.0,2.5708,0.000,2.5708,9.856,0.000,0.000,0.0
01-10 21:45,0.0000,22.42,6.00,100.0,2.5933,0.000,2.5933,9.942,0.000,0.000,0.0
01-10 22:15,0.0000,22.42,7.60,110.0,2.8291,0.000,2.8291,10.846,0.000,0.000,0.0
01-10 22:45,0.0000,22.42,7.60,110.0,2.8194,0.000,2.8194,10.809,0.000,0.000,0.0
01-10 23:15,0.0000,22.42,5.50,90.0,2.8451,0.000,2.8451,10.908,0.000,0.000,0.0
01-10 23:45,0.0000,22.42,5.50,90.0,2.8283,0.000,2.8283,10.843,0.000,0.000,0.0
01-11 00:15,0.0000,22.28,8.10,100.0,2.8486,0.000,2.8486,10.921,0.000,0.000,0.0
01-11 00:45,0.0000,22.28,8.10,100.0,2.8500,0.000,2.8500,10.927,0.000,0.000,0.0
01-11 01:15,0.0000,22.28,9.10,90.0,2.8705,0.000,2.8705,11.005,0.000,0.000,0.0
01-11 01:45,0.0000,22.28,9.10,90.0,2.8959,0.000,2.8959,11.103,0.000,0.000,0.0
01-11 02:15,0.0000,22.28,7.60,100.0,2.9108,0.000,2.9108,11.160,0.000,0.000,0.0
01-11 02:45,0.0000,22.28,7.60,100.0,2.9152,0.000,2.9152,11.176,0.000,0.000,0.0
01-11 03:15,0.0000,22.28,6.50,90.0,2.9182,0.000,2.9182,11.188,0.000,0.000,0.0
01-11 03:45,0.0000,22.28,6.50,90.0,2.9208,0.000,2.9208,11.198,0.000,0.000,0.0
01-11 04:15,0.0000,22.28,4.00,60.0,2.9306,0.000,2.9306,11.236,0.000,0.000,0.0
01-11 04:45,0.0000,22.28,4.00,60.0,2.9468,0.000,2.9468,11.298,0.000,0.000,0.0
01-11 05:15,0.0000,22.28,6.00,90.0,2.9551,0.000,2.9551,11.329,0.000,0.000,0.0
01-11 05:45,0.0000,22.28,6.00,90.0,2.9577,0.000,2.9577,11.339,0.000,0.000,0.0
01-11 06:15,0.0000,22.28,6.00,100.0,2.9747,0.000,2.9747,11.404,0.000,0.000,0.0
01-11 06:45,0.0000,22.28,6.00,100.0,3.0047,0.000,3.0047,11.520,0.000,0.000,0.0
01-11 07:15,0.0000,22.28,6.50,100.0,3.0412,0.000,3.0412,11.660,0.000,0.000,0.0
01-11 07:45,0.0000,22.28,6.50,100.0,3.0850,0.000,3.0850,11.828,0.000,0.000,0.0
01-11 08:15,0.0000,22.28,7.60,110.0,3.0014,22.254,3.0014,11.507,9.000,10.000,2.6
01-11 08:45,0.0000,22.28,7.60,110.0,2.9515,22.254,2.9515,11.316,9.000,10.000,2.6
01-11 09:15,0.0000,22.28,7.60,100.0,2.7581,111.041,2.7581,10.574,28.000,43.000,7.8
01-11 09:45,0.0000,22.28,7.60,100.0,2.7425,111.041,2.7425,10.515,28.000,43.000,7.8
01-11 10:15,0.0000,22.28,8.10,100.0,2.7394,312.449,2.7394,10.503,44.000,105.000,11.3
01-11 10:45,0.0000,22.28,8.10,100.0,2.7329,312.449,2.7329,10.477,44.000,105.000,11.3
